Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-czhu,order-m1q4,Page,Page ID,Page Counter,Question,Response Type,Key,Response,Tag,OptionOrder,Object Name,Object Number,Object ID
5,1706883561495,02/02/2024 14:19:21,1706861961495,-6,02/02/2024 02:19:21,163181,2,questionnaire-2qbv,,34733771,7rav4buw,10269440,,complete,yuyivh,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1920x1080,1885x928,,,0,welcomeAndConsent,1,A_2AlexNorm_1PatAnx,BA,Page 1,4txcqs,1,"If you have read the information above and agree to participate with the understanding that the data you submit will be processed accordingly, please tick the box below to start.",response,Do you agree?-yes,1,,Do you agree?,Consent Form,5,object-6
6,1706883561496,02/02/2024 14:19:21,1706861961496,-6,02/02/2024 02:19:21,163181,2,questionnaire-2qbv,,34733771,7rav4buw,10269440,,complete,yuyivh,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1920x1080,1885x928,,,0,welcomeAndConsent,1,A_2AlexNorm_1PatAnx,BA,,,,,5,,END,,,,,
1,1706883535694,02/02/2024 14:18:55,1706865535694,-5,02/02/2024 04:18:55,163181,2,questionnaire-2qbv,,34733779,glbsi8le,10269445,,complete,qdrpvt,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1536x864,1536x695,,,0,welcomeAndConsent,1,A_2AlexNorm_1PatAnx,BA,,,,,5,,BEGIN,,,,,
2,1706883567883,02/02/2024 14:19:27,1706865567883,-5,02/02/2024 04:19:27,163181,2,questionnaire-2qbv,,34733779,glbsi8le,10269445,,complete,qdrpvt,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1536x864,1536x695,,,0,welcomeAndConsent,1,A_2AlexNorm_1PatAnx,BA,Page 1,4txcqs,1,What is your age?,response,value,41,,,Number Entry,3,object-4
3,1706883567883,02/02/2024 14:19:27,1706865567883,-5,02/02/2024 04:19:27,163181,2,questionnaire-2qbv,,34733779,glbsi8le,10269445,,complete,qdrpvt,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1536x864,1536x695,,,0,welcomeAndConsent,1,A_2AlexNorm_1PatAnx,BA,Page 1,4txcqs,1,What is your gender?,response,value,Female,,Male|Female|Non-Binary,Dropdown,4,object-5
4,1706883567883,02/02/2024 14:19:27,1706865567883,-5,02/02/2024 04:19:27,163181,2,questionnaire-2qbv,,34733779,glbsi8le,10269445,,complete,qdrpvt,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1536x864,1536x695,,,0,welcomeAndConsent,1,A_2AlexNorm_1PatAnx,BA,Page 1,4txcqs,1,What is your gender?,response,quantised,2,,Male|Female|Non-Binary,Dropdown,4,object-5
5,1706883567884,02/02/2024 14:19:27,1706865567884,-5,02/02/2024 04:19:27,163181,2,questionnaire-2qbv,,34733779,glbsi8le,10269445,,complete,qdrpvt,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1536x864,1536x695,,,0,welcomeAndConsent,1,A_2AlexNorm_1PatAnx,BA,Page 1,4txcqs,1,"If you have read the information above and agree to participate with the understanding that the data you submit will be processed accordingly, please tick the box below to start.",response,Do you agree?-yes,1,,Do you agree?,Consent Form,5,object-6
6,1706883567884,02/02/2024 14:19:27,1706865567884,-5,02/02/2024 04:19:27,163181,2,questionnaire-2qbv,,34733779,glbsi8le,10269445,,complete,qdrpvt,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1536x864,1536x695,,,0,welcomeAndConsent,1,A_2AlexNorm_1PatAnx,BA,,,,,5,,END,,,,,
1,1706883554779,02/02/2024 14:19:14,1706865554779,-5,02/02/2024 04:19:14,163181,2,questionnaire-2qbv,,34733795,kx76bpb1,10269450,,complete,cxfdhw,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1920x1080,1920x911,,,0,welcomeAndConsent,1,B_1AlexAnx_2PatNorm,AB,,,,,5,,BEGIN,,,,,
2,1706883601501,02/02/2024 14:20:01,1706865601501,-5,02/02/2024 04:20:01,163181,2,questionnaire-2qbv,,34733795,kx76bpb1,10269450,,complete,cxfdhw,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1920x1080,1920x911,,,0,welcomeAndConsent,1,B_1AlexAnx_2PatNorm,AB,Page 1,4txcqs,1,What is your age?,response,value,45,,,Number Entry,3,object-4
3,1706883601501,02/02/2024 14:20:01,1706865601501,-5,02/02/2024 04:20:01,163181,2,questionnaire-2qbv,,34733795,kx76bpb1,10269450,,complete,cxfdhw,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1920x1080,1920x911,,,0,welcomeAndConsent,1,B_1AlexAnx_2PatNorm,AB,Page 1,4txcqs,1,What is your gender?,response,value,Male,,Male|Female|Non-Binary,Dropdown,4,object-5
4,1706883601501,02/02/2024 14:20:01,1706865601501,-5,02/02/2024 04:20:01,163181,2,questionnaire-2qbv,,34733795,kx76bpb1,10269450,,complete,cxfdhw,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1920x1080,1920x911,,,0,welcomeAndConsent,1,B_1AlexAnx_2PatNorm,AB,Page 1,4txcqs,1,What is your gender?,response,quantised,1,,Male|Female|Non-Binary,Dropdown,4,object-5
5,1706883601501,02/02/2024 14:20:01,1706865601501,-5,02/02/2024 04:20:01,163181,2,questionnaire-2qbv,,34733795,kx76bpb1,10269450,,complete,cxfdhw,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1920x1080,1920x911,,,0,welcomeAndConsent,1,B_1AlexAnx_2PatNorm,AB,Page 1,4txcqs,1,"If you have read the information above and agree to participate with the understanding that the data you submit will be processed accordingly, please tick the box below to start.",response,Do you agree?-yes,1,,Do you agree?,Consent Form,5,object-6
6,1706883601501,02/02/2024 14:20:01,1706865601501,-5,02/02/2024 04:20:01,163181,2,questionnaire-2qbv,,34733795,kx76bpb1,10269450,,complete,cxfdhw,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1920x1080,1920x911,,,0,welcomeAndConsent,1,B_1AlexAnx_2PatNorm,AB,,,,,5,,END,,,,,
1,1706883634354,02/02/2024 14:20:34,1706865634354,-5,02/02/2024 04:20:34,163181,2,questionnaire-2qbv,,34733872,y34a5w74,10269475,,complete,jhagny,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1920x1080,1920x991,,,0,welcomeAndConsent,1,A_1PatAnx_2AlexNorm,AB,,,,,5,,BEGIN,,,,,
2,1706883656708,02/02/2024 14:20:56,1706865656708,-5,02/02/2024 04:20:56,163181,2,questionnaire-2qbv,,34733872,y34a5w74,10269475,,complete,jhagny,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1920x1080,1920x991,,,0,welcomeAndConsent,1,A_1PatAnx_2AlexNorm,AB,Page 1,4txcqs,1,What is your age?,response,value,32,,,Number Entry,3,object-4
3,1706883656708,02/02/2024 14:20:56,1706865656708,-5,02/02/2024 04:20:56,163181,2,questionnaire-2qbv,,34733872,y34a5w74,10269475,,complete,jhagny,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1920x1080,1920x991,,,0,welcomeAndConsent,1,A_1PatAnx_2AlexNorm,AB,Page 1,4txcqs,1,What is your gender?,response,value,Male,,Male|Female|Non-Binary,Dropdown,4,object-5
4,1706883656708,02/02/2024 14:20:56,1706865656708,-5,02/02/2024 04:20:56,163181,2,questionnaire-2qbv,,34733872,y34a5w74,10269475,,complete,jhagny,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1920x1080,1920x991,,,0,welcomeAndConsent,1,A_1PatAnx_2AlexNorm,AB,Page 1,4txcqs,1,What is your gender?,response,quantised,1,,Male|Female|Non-Binary,Dropdown,4,object-5
5,1706883656708,02/02/2024 14:20:56,1706865656708,-5,02/02/2024 04:20:56,163181,2,questionnaire-2qbv,,34733872,y34a5w74,10269475,,complete,jhagny,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1920x1080,1920x991,,,0,welcomeAndConsent,1,A_1PatAnx_2AlexNorm,AB,Page 1,4txcqs,1,"If you have read the information above and agree to participate with the understanding that the data you submit will be processed accordingly, please tick the box below to start.",response,Do you agree?-yes,1,,Do you agree?,Consent Form,5,object-6
6,1706883656708,02/02/2024 14:20:56,1706865656708,-5,02/02/2024 04:20:56,163181,2,questionnaire-2qbv,,34733872,y34a5w74,10269475,,complete,jhagny,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1920x1080,1920x991,,,0,welcomeAndConsent,1,A_1PatAnx_2AlexNorm,AB,,,,,5,,END,,,,,
1,1706883636803,02/02/2024 14:20:36,1706862036803,-6,02/02/2024 02:20:36,163181,2,questionnaire-2qbv,,34733874,3xowrysi,10269476,,complete,fxtrit,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 120.0.0.0,1536x864,1536x778,,,0,welcomeAndConsent,1,B_2PatNorm_1AlexAnx,AB,,,,,5,,BEGIN,,,,,
2,1706883660401,02/02/2024 14:21:00,1706862060401,-6,02/02/2024 02:21:00,163181,2,questionnaire-2qbv,,34733874,3xowrysi,10269476,,complete,fxtrit,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 120.0.0.0,1536x864,1536x778,,,0,welcomeAndConsent,1,B_2PatNorm_1AlexAnx,AB,Page 1,4txcqs,1,What is your age?,response,value,41,,,Number Entry,3,object-4
3,1706883660402,02/02/2024 14:21:00,1706862060402,-6,02/02/2024 02:21:00,163181,2,questionnaire-2qbv,,34733874,3xowrysi,10269476,,complete,fxtrit,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 120.0.0.0,1536x864,1536x778,,,0,welcomeAndConsent,1,B_2PatNorm_1AlexAnx,AB,Page 1,4txcqs,1,What is your gender?,response,value,Female,,Male|Female|Non-Binary,Dropdown,4,object-5
4,1706883660402,02/02/2024 14:21:00,1706862060402,-6,02/02/2024 02:21:00,163181,2,questionnaire-2qbv,,34733874,3xowrysi,10269476,,complete,fxtrit,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 120.0.0.0,1536x864,1536x778,,,0,welcomeAndConsent,1,B_2PatNorm_1AlexAnx,AB,Page 1,4txcqs,1,What is your gender?,response,quantised,2,,Male|Female|Non-Binary,Dropdown,4,object-5
5,1706883660403,02/02/2024 14:21:00,1706862060403,-6,02/02/2024 02:21:00,163181,2,questionnaire-2qbv,,34733874,3xowrysi,10269476,,complete,fxtrit,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 120.0.0.0,1536x864,1536x778,,,0,welcomeAndConsent,1,B_2PatNorm_1AlexAnx,AB,Page 1,4txcqs,1,"If you have read the information above and agree to participate with the understanding that the data you submit will be processed accordingly, please tick the box below to start.",response,Do you agree?-yes,1,,Do you agree?,Consent Form,5,object-6
6,1706883660404,02/02/2024 14:21:00,1706862060404,-6,02/02/2024 02:21:00,163181,2,questionnaire-2qbv,,34733874,3xowrysi,10269476,,complete,fxtrit,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 120.0.0.0,1536x864,1536x778,,,0,welcomeAndConsent,1,B_2PatNorm_1AlexAnx,AB,,,,,5,,END,,,,,
1,1706883956201,02/02/2024 14:25:56,1706865956201,-5,02/02/2024 04:25:56,163181,2,questionnaire-2qbv,,34734221,j3kltwmb,10269598,,complete,jkrdhi,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 120.0.0.0,1920x1080,1920x911,,,0,welcomeAndConsent,1,A_2AlexNorm_1PatAnx,BA,,,,,5,,BEGIN,,,,,
2,1706883965843,02/02/2024 14:26:05,1706865965843,-5,02/02/2024 04:26:05,163181,2,questionnaire-2qbv,,34734221,j3kltwmb,10269598,,complete,jkrdhi,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 120.0.0.0,1920x1080,1920x911,,,0,welcomeAndConsent,1,A_2AlexNorm_1PatAnx,BA,Page 1,4txcqs,1,What is your age?,response,value,39,,,Number Entry,3,object-4
3,1706883965844,02/02/2024 14:26:05,1706865965844,-5,02/02/2024 04:26:05,163181,2,questionnaire-2qbv,,34734221,j3kltwmb,10269598,,complete,jkrdhi,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 120.0.0.0,1920x1080,1920x911,,,0,welcomeAndConsent,1,A_2AlexNorm_1PatAnx,BA,Page 1,4txcqs,1,What is your gender?,response,value,Female,,Male|Female|Non-Binary,Dropdown,4,object-5
4,1706883965844,02/02/2024 14:26:05,1706865965844,-5,02/02/2024 04:26:05,163181,2,questionnaire-2qbv,,34734221,j3kltwmb,10269598,,complete,jkrdhi,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 120.0.0.0,1920x1080,1920x911,,,0,welcomeAndConsent,1,A_2AlexNorm_1PatAnx,BA,Page 1,4txcqs,1,What is your gender?,response,quantised,2,,Male|Female|Non-Binary,Dropdown,4,object-5
5,1706883965845,02/02/2024 14:26:05,1706865965845,-5,02/02/2024 04:26:05,163181,2,questionnaire-2qbv,,34734221,j3kltwmb,10269598,,complete,jkrdhi,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 120.0.0.0,1920x1080,1920x911,,,0,welcomeAndConsent,1,A_2AlexNorm_1PatAnx,BA,Page 1,4txcqs,1,"If you have read the information above and agree to participate with the understanding that the data you submit will be processed accordingly, please tick the box below to start.",response,Do you agree?-yes,1,,Do you agree?,Consent Form,5,object-6
6,1706883965846,02/02/2024 14:26:05,1706865965846,-5,02/02/2024 04:26:05,163181,2,questionnaire-2qbv,,34734221,j3kltwmb,10269598,,complete,jkrdhi,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 120.0.0.0,1920x1080,1920x911,,,0,welcomeAndConsent,1,A_2AlexNorm_1PatAnx,BA,,,,,5,,END,,,,,
1,1706884366178,02/02/2024 14:32:46,1706862766178,-6,02/02/2024 02:32:46,163181,2,questionnaire-2qbv,,34734726,9hvlz1uw,10269734,,complete,nldnqs,,computer,Desktop or Laptop,Chromium OS 14816.131.0,Chrome 103.0.0.0,1517x853,2023x936,,,0,welcomeAndConsent,1,A_2AlexNorm_1PatAnx,AB,,,,,5,,BEGIN,,,,,
2,1706884469521,02/02/2024 14:34:29,1706862869521,-6,02/02/2024 02:34:29,163181,2,questionnaire-2qbv,,34734726,9hvlz1uw,10269734,,complete,nldnqs,,computer,Desktop or Laptop,Chromium OS 14816.131.0,Chrome 103.0.0.0,1517x853,2023x936,,,0,welcomeAndConsent,1,A_2AlexNorm_1PatAnx,AB,Page 1,4txcqs,1,What is your age?,response,value,50,,,Number Entry,3,object-4
3,1706884469522,02/02/2024 14:34:29,1706862869522,-6,02/02/2024 02:34:29,163181,2,questionnaire-2qbv,,34734726,9hvlz1uw,10269734,,complete,nldnqs,,computer,Desktop or Laptop,Chromium OS 14816.131.0,Chrome 103.0.0.0,1517x853,2023x936,,,0,welcomeAndConsent,1,A_2AlexNorm_1PatAnx,AB,Page 1,4txcqs,1,What is your gender?,response,value,Female,,Male|Female|Non-Binary,Dropdown,4,object-5
4,1706884469522,02/02/2024 14:34:29,1706862869522,-6,02/02/2024 02:34:29,163181,2,questionnaire-2qbv,,34734726,9hvlz1uw,10269734,,complete,nldnqs,,computer,Desktop or Laptop,Chromium OS 14816.131.0,Chrome 103.0.0.0,1517x853,2023x936,,,0,welcomeAndConsent,1,A_2AlexNorm_1PatAnx,AB,Page 1,4txcqs,1,What is your gender?,response,quantised,2,,Male|Female|Non-Binary,Dropdown,4,object-5
5,1706884469524,02/02/2024 14:34:29,1706862869524,-6,02/02/2024 02:34:29,163181,2,questionnaire-2qbv,,34734726,9hvlz1uw,10269734,,complete,nldnqs,,computer,Desktop or Laptop,Chromium OS 14816.131.0,Chrome 103.0.0.0,1517x853,2023x936,,,0,welcomeAndConsent,1,A_2AlexNorm_1PatAnx,AB,Page 1,4txcqs,1,"If you have read the information above and agree to participate with the understanding that the data you submit will be processed accordingly, please tick the box below to start.",response,Do you agree?-yes,1,,Do you agree?,Consent Form,5,object-6
6,1706884469526,02/02/2024 14:34:29,1706862869526,-6,02/02/2024 02:34:29,163181,2,questionnaire-2qbv,,34734726,9hvlz1uw,10269734,,complete,nldnqs,,computer,Desktop or Laptop,Chromium OS 14816.131.0,Chrome 103.0.0.0,1517x853,2023x936,,,0,welcomeAndConsent,1,A_2AlexNorm_1PatAnx,AB,,,,,5,,END,,,,,
1,1706884832268,02/02/2024 14:40:32,1706866832268,-5,02/02/2024 04:40:32,163181,2,questionnaire-2qbv,,34735276,zar1ffxq,10269900,,complete,cezded,,computer,Desktop or Laptop,Windows 10,Firefox 122.0,1280x1024,1280x871,,,0,welcomeAndConsent,1,B_2PatNorm_1AlexAnx,BA,,,,,5,,BEGIN,,,,,
2,1706884865678,02/02/2024 14:41:05,1706866865678,-5,02/02/2024 04:41:05,163181,2,questionnaire-2qbv,,34735276,zar1ffxq,10269900,,complete,cezded,,computer,Desktop or Laptop,Windows 10,Firefox 122.0,1280x1024,1280x871,,,0,welcomeAndConsent,1,B_2PatNorm_1AlexAnx,BA,Page 1,4txcqs,1,What is your age?,response,value,50,,,Number Entry,3,object-4
3,1706884865678,02/02/2024 14:41:05,1706866865678,-5,02/02/2024 04:41:05,163181,2,questionnaire-2qbv,,34735276,zar1ffxq,10269900,,complete,cezded,,computer,Desktop or Laptop,Windows 10,Firefox 122.0,1280x1024,1280x871,,,0,welcomeAndConsent,1,B_2PatNorm_1AlexAnx,BA,Page 1,4txcqs,1,What is your gender?,response,value,Male,,Male|Female|Non-Binary,Dropdown,4,object-5
4,1706884865678,02/02/2024 14:41:05,1706866865678,-5,02/02/2024 04:41:05,163181,2,questionnaire-2qbv,,34735276,zar1ffxq,10269900,,complete,cezded,,computer,Desktop or Laptop,Windows 10,Firefox 122.0,1280x1024,1280x871,,,0,welcomeAndConsent,1,B_2PatNorm_1AlexAnx,BA,Page 1,4txcqs,1,What is your gender?,response,quantised,1,,Male|Female|Non-Binary,Dropdown,4,object-5
5,1706884865678,02/02/2024 14:41:05,1706866865678,-5,02/02/2024 04:41:05,163181,2,questionnaire-2qbv,,34735276,zar1ffxq,10269900,,complete,cezded,,computer,Desktop or Laptop,Windows 10,Firefox 122.0,1280x1024,1280x871,,,0,welcomeAndConsent,1,B_2PatNorm_1AlexAnx,BA,Page 1,4txcqs,1,"If you have read the information above and agree to participate with the understanding that the data you submit will be processed accordingly, please tick the box below to start.",response,Do you agree?-yes,1,,Do you agree?,Consent Form,5,object-6
6,1706884865678,02/02/2024 14:41:05,1706866865678,-5,02/02/2024 04:41:05,163181,2,questionnaire-2qbv,,34735276,zar1ffxq,10269900,,complete,cezded,,computer,Desktop or Laptop,Windows 10,Firefox 122.0,1280x1024,1280x871,,,0,welcomeAndConsent,1,B_2PatNorm_1AlexAnx,BA,,,,,5,,END,,,,,
1,1706884884276,02/02/2024 14:41:24,1706863284276,-6,02/02/2024 02:41:24,163181,2,questionnaire-2qbv,,34735327,y1o880v5,10269912,,complete,ylnero,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1366x768,1366x599,,,0,welcomeAndConsent,1,B_1AlexAnx_2PatNorm,AB,,,,,5,,BEGIN,,,,,
2,1706884911221,02/02/2024 14:41:51,1706863311221,-6,02/02/2024 02:41:51,163181,2,questionnaire-2qbv,,34735327,y1o880v5,10269912,,complete,ylnero,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1366x768,1366x599,,,0,welcomeAndConsent,1,B_1AlexAnx_2PatNorm,AB,Page 1,4txcqs,1,What is your age?,response,value,47,,,Number Entry,3,object-4
3,1706884911221,02/02/2024 14:41:51,1706863311221,-6,02/02/2024 02:41:51,163181,2,questionnaire-2qbv,,34735327,y1o880v5,10269912,,complete,ylnero,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1366x768,1366x599,,,0,welcomeAndConsent,1,B_1AlexAnx_2PatNorm,AB,Page 1,4txcqs,1,What is your gender?,response,value,Female,,Male|Female|Non-Binary,Dropdown,4,object-5
4,1706884911221,02/02/2024 14:41:51,1706863311221,-6,02/02/2024 02:41:51,163181,2,questionnaire-2qbv,,34735327,y1o880v5,10269912,,complete,ylnero,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1366x768,1366x599,,,0,welcomeAndConsent,1,B_1AlexAnx_2PatNorm,AB,Page 1,4txcqs,1,What is your gender?,response,quantised,2,,Male|Female|Non-Binary,Dropdown,4,object-5
5,1706884911221,02/02/2024 14:41:51,1706863311221,-6,02/02/2024 02:41:51,163181,2,questionnaire-2qbv,,34735327,y1o880v5,10269912,,complete,ylnero,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1366x768,1366x599,,,0,welcomeAndConsent,1,B_1AlexAnx_2PatNorm,AB,Page 1,4txcqs,1,"If you have read the information above and agree to participate with the understanding that the data you submit will be processed accordingly, please tick the box below to start.",response,Do you agree?-yes,1,,Do you agree?,Consent Form,5,object-6
6,1706884911222,02/02/2024 14:41:51,1706863311222,-6,02/02/2024 02:41:51,163181,2,questionnaire-2qbv,,34735327,y1o880v5,10269912,,complete,ylnero,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1366x768,1366x599,,,0,welcomeAndConsent,1,B_1AlexAnx_2PatNorm,AB,,,,,5,,END,,,,,
1,1706884989574,02/02/2024 14:43:09,1706866989574,-5,02/02/2024 04:43:09,163181,2,questionnaire-2qbv,,34735431,gszx8vtq,10269942,,complete,auwjcg,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,2560x1080,1703x814,,,0,welcomeAndConsent,1,B_2PatNorm_1AlexAnx,BA,,,,,5,,BEGIN,,,,,
2,1706885006652,02/02/2024 14:43:26,1706867006652,-5,02/02/2024 04:43:26,163181,2,questionnaire-2qbv,,34735431,gszx8vtq,10269942,,complete,auwjcg,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,2560x1080,1703x814,,,0,welcomeAndConsent,1,B_2PatNorm_1AlexAnx,BA,Page 1,4txcqs,1,"If you have read the information above and agree to participate with the understanding that the data you submit will be processed accordingly, please tick the box below to start.",response,Do you agree?-yes,1,,Do you agree?,Consent Form,5,object-6
3,1706885006653,02/02/2024 14:43:26,1706867006653,-5,02/02/2024 04:43:26,163181,2,questionnaire-2qbv,,34735431,gszx8vtq,10269942,,complete,auwjcg,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,2560x1080,1703x814,,,0,welcomeAndConsent,1,B_2PatNorm_1AlexAnx,BA,Page 1,4txcqs,1,What is your gender?,response,value,Male,,Male|Female|Non-Binary,Dropdown,4,object-5
4,1706885006653,02/02/2024 14:43:26,1706867006653,-5,02/02/2024 04:43:26,163181,2,questionnaire-2qbv,,34735431,gszx8vtq,10269942,,complete,auwjcg,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,2560x1080,1703x814,,,0,welcomeAndConsent,1,B_2PatNorm_1AlexAnx,BA,Page 1,4txcqs,1,What is your gender?,response,quantised,1,,Male|Female|Non-Binary,Dropdown,4,object-5
5,1706885006653,02/02/2024 14:43:26,1706867006653,-5,02/02/2024 04:43:26,163181,2,questionnaire-2qbv,,34735431,gszx8vtq,10269942,,complete,auwjcg,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,2560x1080,1703x814,,,0,welcomeAndConsent,1,B_2PatNorm_1AlexAnx,BA,Page 1,4txcqs,1,What is your age?,response,value,40,,,Number Entry,3,object-4
6,1706885006653,02/02/2024 14:43:26,1706867006653,-5,02/02/2024 04:43:26,163181,2,questionnaire-2qbv,,34735431,gszx8vtq,10269942,,complete,auwjcg,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,2560x1080,1703x814,,,0,welcomeAndConsent,1,B_2PatNorm_1AlexAnx,BA,,,,,5,,END,,,,,
1,1706885299848,02/02/2024 14:48:19,1706867299848,-5,02/02/2024 04:48:19,163181,2,questionnaire-2qbv,,34735702,2h6x7m5l,10270008,,complete,ypnxyp,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 121.0.0.0,1440x900,1440x813,,,0,welcomeAndConsent,1,B_1AlexAnx_2PatNorm,BA,,,,,5,,BEGIN,,,,,
2,1706885342874,02/02/2024 14:49:02,1706867342874,-5,02/02/2024 04:49:02,163181,2,questionnaire-2qbv,,34735702,2h6x7m5l,10270008,,complete,ypnxyp,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 121.0.0.0,1440x900,1440x813,,,0,welcomeAndConsent,1,B_1AlexAnx_2PatNorm,BA,Page 1,4txcqs,1,What is your age?,response,value,28,,,Number Entry,3,object-4
3,1706885342875,02/02/2024 14:49:02,1706867342875,-5,02/02/2024 04:49:02,163181,2,questionnaire-2qbv,,34735702,2h6x7m5l,10270008,,complete,ypnxyp,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 121.0.0.0,1440x900,1440x813,,,0,welcomeAndConsent,1,B_1AlexAnx_2PatNorm,BA,Page 1,4txcqs,1,What is your gender?,response,value,Male,,Male|Female|Non-Binary,Dropdown,4,object-5
4,1706885342875,02/02/2024 14:49:02,1706867342875,-5,02/02/2024 04:49:02,163181,2,questionnaire-2qbv,,34735702,2h6x7m5l,10270008,,complete,ypnxyp,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 121.0.0.0,1440x900,1440x813,,,0,welcomeAndConsent,1,B_1AlexAnx_2PatNorm,BA,Page 1,4txcqs,1,What is your gender?,response,quantised,1,,Male|Female|Non-Binary,Dropdown,4,object-5
5,1706885342875,02/02/2024 14:49:02,1706867342875,-5,02/02/2024 04:49:02,163181,2,questionnaire-2qbv,,34735702,2h6x7m5l,10270008,,complete,ypnxyp,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 121.0.0.0,1440x900,1440x813,,,0,welcomeAndConsent,1,B_1AlexAnx_2PatNorm,BA,Page 1,4txcqs,1,"If you have read the information above and agree to participate with the understanding that the data you submit will be processed accordingly, please tick the box below to start.",response,Do you agree?-yes,1,,Do you agree?,Consent Form,5,object-6
6,1706885342875,02/02/2024 14:49:02,1706867342875,-5,02/02/2024 04:49:02,163181,2,questionnaire-2qbv,,34735702,2h6x7m5l,10270008,,complete,ypnxyp,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 121.0.0.0,1440x900,1440x813,,,0,welcomeAndConsent,1,B_1AlexAnx_2PatNorm,BA,,,,,5,,END,,,,,
1,1706885631910,02/02/2024 14:53:51,1706867631910,-5,02/02/2024 04:53:51,163181,2,questionnaire-2qbv,,34736055,eookhlqw,10270100,,complete,mljpfy,,computer,Desktop or Laptop,Windows 10,Firefox 122.0,1600x900,1600x789,,,0,welcomeAndConsent,1,A_1PatAnx_2AlexNorm,AB,,,,,5,,BEGIN,,,,,
2,1706885649681,02/02/2024 14:54:09,1706867649681,-5,02/02/2024 04:54:09,163181,2,questionnaire-2qbv,,34736055,eookhlqw,10270100,,complete,mljpfy,,computer,Desktop or Laptop,Windows 10,Firefox 122.0,1600x900,1600x789,,,0,welcomeAndConsent,1,A_1PatAnx_2AlexNorm,AB,Page 1,4txcqs,1,What is your age?,response,value,38,,,Number Entry,3,object-4
