"Participant.Private.ID","Participant.Status","gorillaExp","arm","Question.Key","Response","counterbalance","order","chatType","question","questionFull"
10117171,"complete","B","1","different-pat-quantised","1","B","Anxious first","Normal","different","I felt that they were <br>different from me"
10117171,"complete","B","1","chat-again-alex-quantised","5","B","Anxious first","Anxious","chat-again","I would chat <br>with them again"
10117171,"complete","B","1","chat-again-pat-quantised","5","B","Anxious first","Normal","chat-again","I would chat <br>with them again"
10117181,"complete","B","2","similar-pat-quantised","4","B","Normal first","Normal","similar","I felt that <br>we are similar"
10117181,"complete","B","2","similar-alex-quantised","1","B","Normal first","Anxious","similar","I felt that <br>we are similar"
10117181,"complete","B","2","enjoy-pat-quantised","5","B","Normal first","Normal","enjoy","I enjoyed our <br>conversation"
10117181,"complete","B","2","enjoy-alex-quantised","2","B","Normal first","Anxious","enjoy","I enjoyed our <br>conversation"
10117181,"complete","B","2","distant-pat-quantised","1","B","Normal first","Normal","distant","I felt distant <br>from them"
10117181,"complete","B","2","distant-alex-quantised","4","B","Normal first","Anxious","distant","I felt distant <br>from them"
10117181,"complete","B","2","understood-pat-quantised","4","B","Normal first","Normal","understood","I felt that <br>they understood me"
10117181,"complete","B","2","understood-alex-quantised","3","B","Normal first","Anxious","understood","I felt that <br>they understood me"
10117181,"complete","B","2","different-pat-quantised","2","B","Normal first","Normal","different","I felt that they were <br>different from me"
10117181,"complete","B","2","different-alex-quantised","4","B","Normal first","Anxious","different","I felt that they were <br>different from me"
10117181,"complete","B","2","chat-again-pat-quantised","5","B","Normal first","Normal","chat-again","I would chat <br>with them again"
10117181,"complete","B","2","chat-again-alex-quantised","2","B","Normal first","Anxious","chat-again","I would chat <br>with them again"
10117189,"complete","B","1","similar-alex-quantised","4","B","Anxious first","Anxious","similar","I felt that <br>we are similar"
10117189,"complete","B","1","similar-pat-quantised","4","B","Anxious first","Normal","similar","I felt that <br>we are similar"
10117189,"complete","B","1","enjoy-alex-quantised","5","B","Anxious first","Anxious","enjoy","I enjoyed our <br>conversation"
10117189,"complete","B","1","enjoy-pat-quantised","5","B","Anxious first","Normal","enjoy","I enjoyed our <br>conversation"
10117189,"complete","B","1","distant-alex-quantised","1","B","Anxious first","Anxious","distant","I felt distant <br>from them"
10117189,"complete","B","1","distant-pat-quantised","1","B","Anxious first","Normal","distant","I felt distant <br>from them"
10117189,"complete","B","1","understood-alex-quantised","5","B","Anxious first","Anxious","understood","I felt that <br>they understood me"
10117189,"complete","B","1","understood-pat-quantised","4","B","Anxious first","Normal","understood","I felt that <br>they understood me"
10117189,"complete","B","1","different-alex-quantised","1","B","Anxious first","Anxious","different","I felt that they were <br>different from me"
10117189,"complete","B","1","different-pat-quantised","1","B","Anxious first","Normal","different","I felt that they were <br>different from me"
10117189,"complete","B","1","chat-again-alex-quantised","5","B","Anxious first","Anxious","chat-again","I would chat <br>with them again"
10117189,"complete","B","1","chat-again-pat-quantised","5","B","Anxious first","Normal","chat-again","I would chat <br>with them again"
10117196,"complete","B","2","similar-pat-quantised","4","B","Normal first","Normal","similar","I felt that <br>we are similar"
10117196,"complete","B","2","similar-alex-quantised","2","B","Normal first","Anxious","similar","I felt that <br>we are similar"
10117196,"complete","B","2","enjoy-pat-quantised","4","B","Normal first","Normal","enjoy","I enjoyed our <br>conversation"
10117196,"complete","B","2","enjoy-alex-quantised","2","B","Normal first","Anxious","enjoy","I enjoyed our <br>conversation"
10117196,"complete","B","2","distant-pat-quantised","2","B","Normal first","Normal","distant","I felt distant <br>from them"
10117196,"complete","B","2","distant-alex-quantised","4","B","Normal first","Anxious","distant","I felt distant <br>from them"
10117196,"complete","B","2","understood-pat-quantised","4","B","Normal first","Normal","understood","I felt that <br>they understood me"
10117196,"complete","B","2","understood-alex-quantised","2","B","Normal first","Anxious","understood","I felt that <br>they understood me"
10117196,"complete","B","2","different-pat-quantised","4","B","Normal first","Normal","different","I felt that they were <br>different from me"
10117196,"complete","B","2","different-alex-quantised","2","B","Normal first","Anxious","different","I felt that they were <br>different from me"
10117196,"complete","B","2","chat-again-pat-quantised","4","B","Normal first","Normal","chat-again","I would chat <br>with them again"
10117196,"complete","B","2","chat-again-alex-quantised","2","B","Normal first","Anxious","chat-again","I would chat <br>with them again"
10117199,"complete","B","1","similar-alex-quantised","4","B","Anxious first","Anxious","similar","I felt that <br>we are similar"
10117199,"complete","B","1","similar-pat-quantised","2","B","Anxious first","Normal","similar","I felt that <br>we are similar"
10117199,"complete","B","1","enjoy-alex-quantised","4","B","Anxious first","Anxious","enjoy","I enjoyed our <br>conversation"
10117199,"complete","B","1","enjoy-pat-quantised","4","B","Anxious first","Normal","enjoy","I enjoyed our <br>conversation"
10117199,"complete","B","1","distant-alex-quantised","3","B","Anxious first","Anxious","distant","I felt distant <br>from them"
10117199,"complete","B","1","distant-pat-quantised","2","B","Anxious first","Normal","distant","I felt distant <br>from them"
10117199,"complete","B","1","understood-alex-quantised","5","B","Anxious first","Anxious","understood","I felt that <br>they understood me"
10117199,"complete","B","1","understood-pat-quantised","5","B","Anxious first","Normal","understood","I felt that <br>they understood me"
10117199,"complete","B","1","different-alex-quantised","2","B","Anxious first","Anxious","different","I felt that they were <br>different from me"
10117199,"complete","B","1","different-pat-quantised","2","B","Anxious first","Normal","different","I felt that they were <br>different from me"
10117199,"complete","B","1","chat-again-alex-quantised","4","B","Anxious first","Anxious","chat-again","I would chat <br>with them again"
10117199,"complete","B","1","chat-again-pat-quantised","4","B","Anxious first","Normal","chat-again","I would chat <br>with them again"
10117204,"complete","B","1","similar-alex-quantised","2","B","Anxious first","Anxious","similar","I felt that <br>we are similar"
10117204,"complete","B","1","similar-pat-quantised","4","B","Anxious first","Normal","similar","I felt that <br>we are similar"
10117204,"complete","B","1","enjoy-alex-quantised","2","B","Anxious first","Anxious","enjoy","I enjoyed our <br>conversation"
10117204,"complete","B","1","enjoy-pat-quantised","4","B","Anxious first","Normal","enjoy","I enjoyed our <br>conversation"
10117204,"complete","B","1","distant-alex-quantised","4","B","Anxious first","Anxious","distant","I felt distant <br>from them"
10117204,"complete","B","1","distant-pat-quantised","2","B","Anxious first","Normal","distant","I felt distant <br>from them"
10117204,"complete","B","1","understood-alex-quantised","4","B","Anxious first","Anxious","understood","I felt that <br>they understood me"
10117204,"complete","B","1","understood-pat-quantised","4","B","Anxious first","Normal","understood","I felt that <br>they understood me"
10117204,"complete","B","1","different-alex-quantised","4","B","Anxious first","Anxious","different","I felt that they were <br>different from me"
10117204,"complete","B","1","different-pat-quantised","2","B","Anxious first","Normal","different","I felt that they were <br>different from me"
10117204,"complete","B","1","chat-again-alex-quantised","2","B","Anxious first","Anxious","chat-again","I would chat <br>with them again"
10117204,"complete","B","1","chat-again-pat-quantised","4","B","Anxious first","Normal","chat-again","I would chat <br>with them again"
10117263,"complete","B","1","similar-alex-quantised","5","B","Anxious first","Anxious","similar","I felt that <br>we are similar"
10117263,"complete","B","1","similar-pat-quantised","4","B","Anxious first","Normal","similar","I felt that <br>we are similar"
10117263,"complete","B","1","enjoy-alex-quantised","5","B","Anxious first","Anxious","enjoy","I enjoyed our <br>conversation"
10117263,"complete","B","1","enjoy-pat-quantised","5","B","Anxious first","Normal","enjoy","I enjoyed our <br>conversation"
10117263,"complete","B","1","distant-alex-quantised","1","B","Anxious first","Anxious","distant","I felt distant <br>from them"
10117263,"complete","B","1","distant-pat-quantised","1","B","Anxious first","Normal","distant","I felt distant <br>from them"
10117263,"complete","B","1","understood-alex-quantised","5","B","Anxious first","Anxious","understood","I felt that <br>they understood me"
10117263,"complete","B","1","understood-pat-quantised","5","B","Anxious first","Normal","understood","I felt that <br>they understood me"
10117263,"complete","B","1","different-alex-quantised","1","B","Anxious first","Anxious","different","I felt that they were <br>different from me"
10117263,"complete","B","1","different-pat-quantised","1","B","Anxious first","Normal","different","I felt that they were <br>different from me"
10117263,"complete","B","1","chat-again-alex-quantised","5","B","Anxious first","Anxious","chat-again","I would chat <br>with them again"
10117263,"complete","B","1","chat-again-pat-quantised","5","B","Anxious first","Normal","chat-again","I would chat <br>with them again"
10117266,"complete","B","1","similar-alex-quantised","2","B","Anxious first","Anxious","similar","I felt that <br>we are similar"
10117266,"complete","B","1","similar-pat-quantised","4","B","Anxious first","Normal","similar","I felt that <br>we are similar"
10117266,"complete","B","1","enjoy-alex-quantised","2","B","Anxious first","Anxious","enjoy","I enjoyed our <br>conversation"
10117266,"complete","B","1","enjoy-pat-quantised","4","B","Anxious first","Normal","enjoy","I enjoyed our <br>conversation"
10117266,"complete","B","1","distant-alex-quantised","4","B","Anxious first","Anxious","distant","I felt distant <br>from them"
10117266,"complete","B","1","distant-pat-quantised","2","B","Anxious first","Normal","distant","I felt distant <br>from them"
10117266,"complete","B","1","understood-alex-quantised","2","B","Anxious first","Anxious","understood","I felt that <br>they understood me"
10117266,"complete","B","1","understood-pat-quantised","4","B","Anxious first","Normal","understood","I felt that <br>they understood me"
10117266,"complete","B","1","different-alex-quantised","4","B","Anxious first","Anxious","different","I felt that they were <br>different from me"
10117266,"complete","B","1","different-pat-quantised","2","B","Anxious first","Normal","different","I felt that they were <br>different from me"
10117266,"complete","B","1","chat-again-alex-quantised","1","B","Anxious first","Anxious","chat-again","I would chat <br>with them again"
10117266,"complete","B","1","chat-again-pat-quantised","4","B","Anxious first","Normal","chat-again","I would chat <br>with them again"
10117310,"complete","B","2","similar-pat-quantised","4","B","Normal first","Normal","similar","I felt that <br>we are similar"
10117310,"complete","B","2","similar-alex-quantised","5","B","Normal first","Anxious","similar","I felt that <br>we are similar"
10117310,"complete","B","2","enjoy-pat-quantised","5","B","Normal first","Normal","enjoy","I enjoyed our <br>conversation"
10117310,"complete","B","2","enjoy-alex-quantised","5","B","Normal first","Anxious","enjoy","I enjoyed our <br>conversation"
10117310,"complete","B","2","distant-pat-quantised","1","B","Normal first","Normal","distant","I felt distant <br>from them"
10117310,"complete","B","2","distant-alex-quantised","1","B","Normal first","Anxious","distant","I felt distant <br>from them"
10117310,"complete","B","2","understood-pat-quantised","4","B","Normal first","Normal","understood","I felt that <br>they understood me"
10117310,"complete","B","2","understood-alex-quantised","5","B","Normal first","Anxious","understood","I felt that <br>they understood me"
10117310,"complete","B","2","different-pat-quantised","1","B","Normal first","Normal","different","I felt that they were <br>different from me"
10117310,"complete","B","2","different-alex-quantised","1","B","Normal first","Anxious","different","I felt that they were <br>different from me"
10117310,"complete","B","2","chat-again-pat-quantised","5","B","Normal first","Normal","chat-again","I would chat <br>with them again"
10117310,"complete","B","2","chat-again-alex-quantised","5","B","Normal first","Anxious","chat-again","I would chat <br>with them again"
10117352,"complete","B","1","similar-alex-quantised","2","B","Anxious first","Anxious","similar","I felt that <br>we are similar"
10117352,"complete","B","1","similar-pat-quantised","4","B","Anxious first","Normal","similar","I felt that <br>we are similar"
10117352,"complete","B","1","enjoy-alex-quantised","4","B","Anxious first","Anxious","enjoy","I enjoyed our <br>conversation"
10117352,"complete","B","1","enjoy-pat-quantised","2","B","Anxious first","Normal","enjoy","I enjoyed our <br>conversation"
10117352,"complete","B","1","distant-alex-quantised","2","B","Anxious first","Anxious","distant","I felt distant <br>from them"
10117352,"complete","B","1","distant-pat-quantised","3","B","Anxious first","Normal","distant","I felt distant <br>from them"
10117352,"complete","B","1","understood-alex-quantised","3","B","Anxious first","Anxious","understood","I felt that <br>they understood me"
10117352,"complete","B","1","understood-pat-quantised","3","B","Anxious first","Normal","understood","I felt that <br>they understood me"
10117352,"complete","B","1","different-alex-quantised","4","B","Anxious first","Anxious","different","I felt that they were <br>different from me"
10117352,"complete","B","1","different-pat-quantised","3","B","Anxious first","Normal","different","I felt that they were <br>different from me"
10117352,"complete","B","1","chat-again-alex-quantised","4","B","Anxious first","Anxious","chat-again","I would chat <br>with them again"
10117352,"complete","B","1","chat-again-pat-quantised","2","B","Anxious first","Normal","chat-again","I would chat <br>with them again"
10117424,"complete","B","1","similar-alex-quantised","3","B","Anxious first","Anxious","similar","I felt that <br>we are similar"
10117424,"complete","B","1","similar-pat-quantised","4","B","Anxious first","Normal","similar","I felt that <br>we are similar"
10117424,"complete","B","1","enjoy-alex-quantised","4","B","Anxious first","Anxious","enjoy","I enjoyed our <br>conversation"
10117424,"complete","B","1","enjoy-pat-quantised","4","B","Anxious first","Normal","enjoy","I enjoyed our <br>conversation"
10117424,"complete","B","1","distant-alex-quantised","2","B","Anxious first","Anxious","distant","I felt distant <br>from them"
10117424,"complete","B","1","distant-pat-quantised","2","B","Anxious first","Normal","distant","I felt distant <br>from them"
10117424,"complete","B","1","understood-alex-quantised","4","B","Anxious first","Anxious","understood","I felt that <br>they understood me"
10117424,"complete","B","1","understood-pat-quantised","4","B","Anxious first","Normal","understood","I felt that <br>they understood me"
10117424,"complete","B","1","different-alex-quantised","2","B","Anxious first","Anxious","different","I felt that they were <br>different from me"
10117424,"complete","B","1","different-pat-quantised","2","B","Anxious first","Normal","different","I felt that they were <br>different from me"
10117424,"complete","B","1","chat-again-alex-quantised","4","B","Anxious first","Anxious","chat-again","I would chat <br>with them again"
10117424,"complete","B","1","chat-again-pat-quantised","4","B","Anxious first","Normal","chat-again","I would chat <br>with them again"
10117478,"complete","B","2","similar-pat-quantised","1","B","Normal first","Normal","similar","I felt that <br>we are similar"
10117478,"complete","B","2","similar-alex-quantised","4","B","Normal first","Anxious","similar","I felt that <br>we are similar"
10117478,"complete","B","2","enjoy-pat-quantised","2","B","Normal first","Normal","enjoy","I enjoyed our <br>conversation"
10117478,"complete","B","2","enjoy-alex-quantised","4","B","Normal first","Anxious","enjoy","I enjoyed our <br>conversation"
10117478,"complete","B","2","distant-pat-quantised","5","B","Normal first","Normal","distant","I felt distant <br>from them"
10117478,"complete","B","2","distant-alex-quantised","2","B","Normal first","Anxious","distant","I felt distant <br>from them"
10117478,"complete","B","2","understood-pat-quantised","1","B","Normal first","Normal","understood","I felt that <br>they understood me"
10117478,"complete","B","2","understood-alex-quantised","3","B","Normal first","Anxious","understood","I felt that <br>they understood me"
10117478,"complete","B","2","different-pat-quantised","5","B","Normal first","Normal","different","I felt that they were <br>different from me"
10117478,"complete","B","2","different-alex-quantised","2","B","Normal first","Anxious","different","I felt that they were <br>different from me"
10117478,"complete","B","2","chat-again-pat-quantised","1","B","Normal first","Normal","chat-again","I would chat <br>with them again"
10117478,"complete","B","2","chat-again-alex-quantised","4","B","Normal first","Anxious","chat-again","I would chat <br>with them again"
10117696,"complete","B","1","similar-alex-quantised","3","B","Anxious first","Anxious","similar","I felt that <br>we are similar"
10117696,"complete","B","1","similar-pat-quantised","4","B","Anxious first","Normal","similar","I felt that <br>we are similar"
10117696,"complete","B","1","enjoy-alex-quantised","3","B","Anxious first","Anxious","enjoy","I enjoyed our <br>conversation"
10117696,"complete","B","1","enjoy-pat-quantised","4","B","Anxious first","Normal","enjoy","I enjoyed our <br>conversation"
10117696,"complete","B","1","distant-alex-quantised","4","B","Anxious first","Anxious","distant","I felt distant <br>from them"
10117696,"complete","B","1","distant-pat-quantised","2","B","Anxious first","Normal","distant","I felt distant <br>from them"
10117696,"complete","B","1","understood-alex-quantised","2","B","Anxious first","Anxious","understood","I felt that <br>they understood me"
10117696,"complete","B","1","understood-pat-quantised","4","B","Anxious first","Normal","understood","I felt that <br>they understood me"
10117696,"complete","B","1","different-alex-quantised","4","B","Anxious first","Anxious","different","I felt that they were <br>different from me"
10117696,"complete","B","1","different-pat-quantised","3","B","Anxious first","Normal","different","I felt that they were <br>different from me"
10117696,"complete","B","1","chat-again-alex-quantised","2","B","Anxious first","Anxious","chat-again","I would chat <br>with them again"
10117696,"complete","B","1","chat-again-pat-quantised","4","B","Anxious first","Normal","chat-again","I would chat <br>with them again"
10117760,"complete","B","2","similar-pat-quantised","4","B","Normal first","Normal","similar","I felt that <br>we are similar"
10117760,"complete","B","2","similar-alex-quantised","1","B","Normal first","Anxious","similar","I felt that <br>we are similar"
10117760,"complete","B","2","enjoy-pat-quantised","4","B","Normal first","Normal","enjoy","I enjoyed our <br>conversation"
10117760,"complete","B","2","enjoy-alex-quantised","1","B","Normal first","Anxious","enjoy","I enjoyed our <br>conversation"
10117760,"complete","B","2","distant-pat-quantised","2","B","Normal first","Normal","distant","I felt distant <br>from them"
10117760,"complete","B","2","distant-alex-quantised","5","B","Normal first","Anxious","distant","I felt distant <br>from them"
10117760,"complete","B","2","understood-pat-quantised","4","B","Normal first","Normal","understood","I felt that <br>they understood me"
10117760,"complete","B","2","understood-alex-quantised","1","B","Normal first","Anxious","understood","I felt that <br>they understood me"
10117760,"complete","B","2","different-pat-quantised","2","B","Normal first","Normal","different","I felt that they were <br>different from me"
10117760,"complete","B","2","different-alex-quantised","5","B","Normal first","Anxious","different","I felt that they were <br>different from me"
10117760,"complete","B","2","chat-again-pat-quantised","4","B","Normal first","Normal","chat-again","I would chat <br>with them again"
10117760,"complete","B","2","chat-again-alex-quantised","1","B","Normal first","Anxious","chat-again","I would chat <br>with them again"
10117839,"complete","B","2","similar-pat-quantised","2","B","Normal first","Normal","similar","I felt that <br>we are similar"
10117839,"complete","B","2","similar-alex-quantised","1","B","Normal first","Anxious","similar","I felt that <br>we are similar"
10117839,"complete","B","2","enjoy-pat-quantised","3","B","Normal first","Normal","enjoy","I enjoyed our <br>conversation"
10117839,"complete","B","2","enjoy-alex-quantised","1","B","Normal first","Anxious","enjoy","I enjoyed our <br>conversation"
10117839,"complete","B","2","distant-pat-quantised","3","B","Normal first","Normal","distant","I felt distant <br>from them"
10117839,"complete","B","2","distant-alex-quantised","4","B","Normal first","Anxious","distant","I felt distant <br>from them"
10117839,"complete","B","2","understood-pat-quantised","3","B","Normal first","Normal","understood","I felt that <br>they understood me"
10117839,"complete","B","2","understood-alex-quantised","2","B","Normal first","Anxious","understood","I felt that <br>they understood me"
10117839,"complete","B","2","different-pat-quantised","4","B","Normal first","Normal","different","I felt that they were <br>different from me"
10117839,"complete","B","2","different-alex-quantised","4","B","Normal first","Anxious","different","I felt that they were <br>different from me"
10117839,"complete","B","2","chat-again-pat-quantised","2","B","Normal first","Normal","chat-again","I would chat <br>with them again"
10117839,"complete","B","2","chat-again-alex-quantised","1","B","Normal first","Anxious","chat-again","I would chat <br>with them again"
10117874,"complete","B","1","similar-alex-quantised","2","B","Anxious first","Anxious","similar","I felt that <br>we are similar"
10117874,"complete","B","1","similar-pat-quantised","4","B","Anxious first","Normal","similar","I felt that <br>we are similar"
10117874,"complete","B","1","enjoy-alex-quantised","2","B","Anxious first","Anxious","enjoy","I enjoyed our <br>conversation"
10117874,"complete","B","1","enjoy-pat-quantised","5","B","Anxious first","Normal","enjoy","I enjoyed our <br>conversation"
10117874,"complete","B","1","distant-alex-quantised","4","B","Anxious first","Anxious","distant","I felt distant <br>from them"
10117874,"complete","B","1","distant-pat-quantised","2","B","Anxious first","Normal","distant","I felt distant <br>from them"
10117874,"complete","B","1","understood-alex-quantised","3","B","Anxious first","Anxious","understood","I felt that <br>they understood me"
10117874,"complete","B","1","understood-pat-quantised","5","B","Anxious first","Normal","understood","I felt that <br>they understood me"
10117874,"complete","B","1","different-alex-quantised","4","B","Anxious first","Anxious","different","I felt that they were <br>different from me"
10117874,"complete","B","1","different-pat-quantised","3","B","Anxious first","Normal","different","I felt that they were <br>different from me"
10117874,"complete","B","1","chat-again-alex-quantised","2","B","Anxious first","Anxious","chat-again","I would chat <br>with them again"
10117874,"complete","B","1","chat-again-pat-quantised","5","B","Anxious first","Normal","chat-again","I would chat <br>with them again"
10117912,"complete","B","2","similar-pat-quantised","5","B","Normal first","Normal","similar","I felt that <br>we are similar"
10117912,"complete","B","2","similar-alex-quantised","2","B","Normal first","Anxious","similar","I felt that <br>we are similar"
10117912,"complete","B","2","enjoy-pat-quantised","5","B","Normal first","Normal","enjoy","I enjoyed our <br>conversation"
10117912,"complete","B","2","enjoy-alex-quantised","4","B","Normal first","Anxious","enjoy","I enjoyed our <br>conversation"
10117912,"complete","B","2","distant-pat-quantised","2","B","Normal first","Normal","distant","I felt distant <br>from them"
10117912,"complete","B","2","distant-alex-quantised","2","B","Normal first","Anxious","distant","I felt distant <br>from them"
10117912,"complete","B","2","understood-pat-quantised","5","B","Normal first","Normal","understood","I felt that <br>they understood me"
10117912,"complete","B","2","understood-alex-quantised","2","B","Normal first","Anxious","understood","I felt that <br>they understood me"
10117912,"complete","B","2","different-pat-quantised","2","B","Normal first","Normal","different","I felt that they were <br>different from me"
10117912,"complete","B","2","different-alex-quantised","4","B","Normal first","Anxious","different","I felt that they were <br>different from me"
10117912,"complete","B","2","chat-again-pat-quantised","5","B","Normal first","Normal","chat-again","I would chat <br>with them again"
10117912,"complete","B","2","chat-again-alex-quantised","4","B","Normal first","Anxious","chat-again","I would chat <br>with them again"
10117950,"complete","B","1","similar-alex-quantised","2","B","Anxious first","Anxious","similar","I felt that <br>we are similar"
10117950,"complete","B","1","similar-pat-quantised","2","B","Anxious first","Normal","similar","I felt that <br>we are similar"
10117950,"complete","B","1","enjoy-alex-quantised","4","B","Anxious first","Anxious","enjoy","I enjoyed our <br>conversation"
10117950,"complete","B","1","enjoy-pat-quantised","4","B","Anxious first","Normal","enjoy","I enjoyed our <br>conversation"
10117950,"complete","B","1","distant-alex-quantised","2","B","Anxious first","Anxious","distant","I felt distant <br>from them"
10117950,"complete","B","1","distant-pat-quantised","1","B","Anxious first","Normal","distant","I felt distant <br>from them"
10117950,"complete","B","1","understood-alex-quantised","3","B","Anxious first","Anxious","understood","I felt that <br>they understood me"
10117950,"complete","B","1","understood-pat-quantised","3","B","Anxious first","Normal","understood","I felt that <br>they understood me"
10117950,"complete","B","1","different-alex-quantised","4","B","Anxious first","Anxious","different","I felt that they were <br>different from me"
10117950,"complete","B","1","different-pat-quantised","4","B","Anxious first","Normal","different","I felt that they were <br>different from me"
10117950,"complete","B","1","chat-again-alex-quantised","4","B","Anxious first","Anxious","chat-again","I would chat <br>with them again"
10117950,"complete","B","1","chat-again-pat-quantised","4","B","Anxious first","Normal","chat-again","I would chat <br>with them again"
10118016,"complete","B","2","similar-pat-quantised","2","B","Normal first","Normal","similar","I felt that <br>we are similar"
10118016,"complete","B","2","similar-alex-quantised","3","B","Normal first","Anxious","similar","I felt that <br>we are similar"
10118016,"complete","B","2","enjoy-pat-quantised","2","B","Normal first","Normal","enjoy","I enjoyed our <br>conversation"
10118016,"complete","B","2","enjoy-alex-quantised","1","B","Normal first","Anxious","enjoy","I enjoyed our <br>conversation"
10118016,"complete","B","2","distant-pat-quantised","3","B","Normal first","Normal","distant","I felt distant <br>from them"
10118016,"complete","B","2","distant-alex-quantised","4","B","Normal first","Anxious","distant","I felt distant <br>from them"
10118016,"complete","B","2","understood-pat-quantised","1","B","Normal first","Normal","understood","I felt that <br>they understood me"
10118016,"complete","B","2","understood-alex-quantised","1","B","Normal first","Anxious","understood","I felt that <br>they understood me"
10118016,"complete","B","2","different-pat-quantised","4","B","Normal first","Normal","different","I felt that they were <br>different from me"
10118016,"complete","B","2","different-alex-quantised","3","B","Normal first","Anxious","different","I felt that they were <br>different from me"
10118016,"complete","B","2","chat-again-pat-quantised","2","B","Normal first","Normal","chat-again","I would chat <br>with them again"
10118016,"complete","B","2","chat-again-alex-quantised","2","B","Normal first","Anxious","chat-again","I would chat <br>with them again"
10118208,"complete","B","2","similar-pat-quantised","1","B","Normal first","Normal","similar","I felt that <br>we are similar"
10118208,"complete","B","2","similar-alex-quantised","1","B","Normal first","Anxious","similar","I felt that <br>we are similar"
10118208,"complete","B","2","enjoy-pat-quantised","3","B","Normal first","Normal","enjoy","I enjoyed our <br>conversation"
10118208,"complete","B","2","enjoy-alex-quantised","3","B","Normal first","Anxious","enjoy","I enjoyed our <br>conversation"
10118208,"complete","B","2","distant-pat-quantised","3","B","Normal first","Normal","distant","I felt distant <br>from them"
10118208,"complete","B","2","distant-alex-quantised","3","B","Normal first","Anxious","distant","I felt distant <br>from them"
10118208,"complete","B","2","understood-pat-quantised","3","B","Normal first","Normal","understood","I felt that <br>they understood me"
10118208,"complete","B","2","understood-alex-quantised","3","B","Normal first","Anxious","understood","I felt that <br>they understood me"
10118208,"complete","B","2","different-pat-quantised","1","B","Normal first","Normal","different","I felt that they were <br>different from me"
10118208,"complete","B","2","different-alex-quantised","1","B","Normal first","Anxious","different","I felt that they were <br>different from me"
10118208,"complete","B","2","chat-again-pat-quantised","4","B","Normal first","Normal","chat-again","I would chat <br>with them again"
10118208,"complete","B","2","chat-again-alex-quantised","4","B","Normal first","Anxious","chat-again","I would chat <br>with them again"
10118261,"complete","B","1","similar-alex-quantised","2","B","Anxious first","Anxious","similar","I felt that <br>we are similar"
10118261,"complete","B","1","similar-pat-quantised","4","B","Anxious first","Normal","similar","I felt that <br>we are similar"
10118261,"complete","B","1","enjoy-alex-quantised","2","B","Anxious first","Anxious","enjoy","I enjoyed our <br>conversation"
10118261,"complete","B","1","enjoy-pat-quantised","4","B","Anxious first","Normal","enjoy","I enjoyed our <br>conversation"
10118261,"complete","B","1","distant-alex-quantised","3","B","Anxious first","Anxious","distant","I felt distant <br>from them"
10118261,"complete","B","1","distant-pat-quantised","3","B","Anxious first","Normal","distant","I felt distant <br>from them"
10118261,"complete","B","1","understood-alex-quantised","4","B","Anxious first","Anxious","understood","I felt that <br>they understood me"
10118261,"complete","B","1","understood-pat-quantised","4","B","Anxious first","Normal","understood","I felt that <br>they understood me"
10118261,"complete","B","1","different-alex-quantised","4","B","Anxious first","Anxious","different","I felt that they were <br>different from me"
10118261,"complete","B","1","different-pat-quantised","3","B","Anxious first","Normal","different","I felt that they were <br>different from me"
10118261,"complete","B","1","chat-again-alex-quantised","4","B","Anxious first","Anxious","chat-again","I would chat <br>with them again"
10118261,"complete","B","1","chat-again-pat-quantised","4","B","Anxious first","Normal","chat-again","I would chat <br>with them again"
10118268,"complete","B","1","similar-alex-quantised","2","B","Anxious first","Anxious","similar","I felt that <br>we are similar"
10118268,"complete","B","1","similar-pat-quantised","3","B","Anxious first","Normal","similar","I felt that <br>we are similar"
10118268,"complete","B","1","enjoy-alex-quantised","3","B","Anxious first","Anxious","enjoy","I enjoyed our <br>conversation"
10118268,"complete","B","1","enjoy-pat-quantised","4","B","Anxious first","Normal","enjoy","I enjoyed our <br>conversation"
10118268,"complete","B","1","distant-alex-quantised","4","B","Anxious first","Anxious","distant","I felt distant <br>from them"
10118268,"complete","B","1","distant-pat-quantised","3","B","Anxious first","Normal","distant","I felt distant <br>from them"
10118268,"complete","B","1","understood-alex-quantised","2","B","Anxious first","Anxious","understood","I felt that <br>they understood me"
10118268,"complete","B","1","understood-pat-quantised","3","B","Anxious first","Normal","understood","I felt that <br>they understood me"
10118268,"complete","B","1","different-alex-quantised","4","B","Anxious first","Anxious","different","I felt that they were <br>different from me"
10118268,"complete","B","1","different-pat-quantised","3","B","Anxious first","Normal","different","I felt that they were <br>different from me"
10118268,"complete","B","1","chat-again-alex-quantised","2","B","Anxious first","Anxious","chat-again","I would chat <br>with them again"
10118268,"complete","B","1","chat-again-pat-quantised","4","B","Anxious first","Normal","chat-again","I would chat <br>with them again"
10118299,"complete","B","2","similar-pat-quantised","3","B","Normal first","Normal","similar","I felt that <br>we are similar"
10118299,"complete","B","2","similar-alex-quantised","3","B","Normal first","Anxious","similar","I felt that <br>we are similar"
10118299,"complete","B","2","enjoy-pat-quantised","4","B","Normal first","Normal","enjoy","I enjoyed our <br>conversation"
10118299,"complete","B","2","enjoy-alex-quantised","2","B","Normal first","Anxious","enjoy","I enjoyed our <br>conversation"
10118299,"complete","B","2","distant-pat-quantised","5","B","Normal first","Normal","distant","I felt distant <br>from them"
10118299,"complete","B","2","distant-alex-quantised","5","B","Normal first","Anxious","distant","I felt distant <br>from them"
