"Participant.Private.ID","Participant.Status","gorillaExp","arm","Question.Key","Response","order","chatType","question","questionFull","bfi_extraversion","bfi_agreeableness","bfi_conscientiousness","bfi_neuroticism","bfi_openness","chat"
11581555,"complete","A","A_1AlexExt_2PatInt","understood-pat-quantised",3,"Extrovert first","Introvert","understood","I felt that <br>they understood me",23,26,32,24,44,"Introvert"
11581555,"complete","A","A_1AlexExt_2PatInt","different-alex-quantised",3,"Extrovert first","Extrovert","different","I felt that they were <br>different from me",23,26,32,24,44,"Extrovert"
11581555,"complete","A","A_1AlexExt_2PatInt","different-pat-quantised",4,"Extrovert first","Introvert","different","I felt that they were <br>different from me",23,26,32,24,44,"Introvert"
11581555,"complete","A","A_1AlexExt_2PatInt","chat-again-alex-quantised",5,"Extrovert first","Extrovert","chat-again","I would chat <br>with them again",23,26,32,24,44,"Extrovert"
11581555,"complete","A","A_1AlexExt_2PatInt","chat-again-pat-quantised",3,"Extrovert first","Introvert","chat-again","I would chat <br>with them again",23,26,32,24,44,"Introvert"
11581620,"complete","A","A_2PatInt_1AlexExt","similar-pat-quantised",3,"Introvert first","Introvert","similar","I felt that <br>we are similar",26,28,28,25,37,"Introvert"
11581620,"complete","A","A_2PatInt_1AlexExt","similar-alex-quantised",2,"Introvert first","Extrovert","similar","I felt that <br>we are similar",26,28,28,25,37,"Extrovert"
11581620,"complete","A","A_2PatInt_1AlexExt","enjoy-pat-quantised",3,"Introvert first","Introvert","enjoy","I enjoyed our <br>conversation",26,28,28,25,37,"Introvert"
11581620,"complete","A","A_2PatInt_1AlexExt","enjoy-alex-quantised",4,"Introvert first","Extrovert","enjoy","I enjoyed our <br>conversation",26,28,28,25,37,"Extrovert"
11581620,"complete","A","A_2PatInt_1AlexExt","distant-pat-quantised",4,"Introvert first","Introvert","distant","I felt distant <br>from them",26,28,28,25,37,"Introvert"
11581620,"complete","A","A_2PatInt_1AlexExt","distant-alex-quantised",2,"Introvert first","Extrovert","distant","I felt distant <br>from them",26,28,28,25,37,"Extrovert"
11581620,"complete","A","A_2PatInt_1AlexExt","understood-pat-quantised",4,"Introvert first","Introvert","understood","I felt that <br>they understood me",26,28,28,25,37,"Introvert"
11581620,"complete","A","A_2PatInt_1AlexExt","understood-alex-quantised",4,"Introvert first","Extrovert","understood","I felt that <br>they understood me",26,28,28,25,37,"Extrovert"
11581620,"complete","A","A_2PatInt_1AlexExt","different-pat-quantised",4,"Introvert first","Introvert","different","I felt that they were <br>different from me",26,28,28,25,37,"Introvert"
11581620,"complete","A","A_2PatInt_1AlexExt","different-alex-quantised",4,"Introvert first","Extrovert","different","I felt that they were <br>different from me",26,28,28,25,37,"Extrovert"
11581620,"complete","A","A_2PatInt_1AlexExt","chat-again-pat-quantised",2,"Introvert first","Introvert","chat-again","I would chat <br>with them again",26,28,28,25,37,"Introvert"
11581620,"complete","A","A_2PatInt_1AlexExt","chat-again-alex-quantised",4,"Introvert first","Extrovert","chat-again","I would chat <br>with them again",26,28,28,25,37,"Extrovert"
11582083,"complete","A","A_2PatInt_1AlexExt","similar-pat-quantised",5,"Introvert first","Introvert","similar","I felt that <br>we are similar",25,37,31,30,22,"Introvert"
11582083,"complete","A","A_2PatInt_1AlexExt","similar-alex-quantised",5,"Introvert first","Extrovert","similar","I felt that <br>we are similar",25,37,31,30,22,"Extrovert"
11582083,"complete","A","A_2PatInt_1AlexExt","enjoy-pat-quantised",5,"Introvert first","Introvert","enjoy","I enjoyed our <br>conversation",25,37,31,30,22,"Introvert"
11582083,"complete","A","A_2PatInt_1AlexExt","enjoy-alex-quantised",4,"Introvert first","Extrovert","enjoy","I enjoyed our <br>conversation",25,37,31,30,22,"Extrovert"
11582083,"complete","A","A_2PatInt_1AlexExt","distant-pat-quantised",1,"Introvert first","Introvert","distant","I felt distant <br>from them",25,37,31,30,22,"Introvert"
11582083,"complete","A","A_2PatInt_1AlexExt","distant-alex-quantised",1,"Introvert first","Extrovert","distant","I felt distant <br>from them",25,37,31,30,22,"Extrovert"
11582083,"complete","A","A_2PatInt_1AlexExt","understood-pat-quantised",4,"Introvert first","Introvert","understood","I felt that <br>they understood me",25,37,31,30,22,"Introvert"
11582083,"complete","A","A_2PatInt_1AlexExt","understood-alex-quantised",5,"Introvert first","Extrovert","understood","I felt that <br>they understood me",25,37,31,30,22,"Extrovert"
11582083,"complete","A","A_2PatInt_1AlexExt","different-pat-quantised",1,"Introvert first","Introvert","different","I felt that they were <br>different from me",25,37,31,30,22,"Introvert"
11582083,"complete","A","A_2PatInt_1AlexExt","different-alex-quantised",1,"Introvert first","Extrovert","different","I felt that they were <br>different from me",25,37,31,30,22,"Extrovert"
11582083,"complete","A","A_2PatInt_1AlexExt","chat-again-pat-quantised",5,"Introvert first","Introvert","chat-again","I would chat <br>with them again",25,37,31,30,22,"Introvert"
11582083,"complete","A","A_2PatInt_1AlexExt","chat-again-alex-quantised",5,"Introvert first","Extrovert","chat-again","I would chat <br>with them again",25,37,31,30,22,"Extrovert"
11602380,"complete","A","A_1AlexExt_2PatInt","similar-alex-quantised",4,"Extrovert first","Extrovert","similar","I felt that <br>we are similar",32,30,29,22,39,"Extrovert"
11602380,"complete","A","A_1AlexExt_2PatInt","similar-pat-quantised",3,"Extrovert first","Introvert","similar","I felt that <br>we are similar",32,30,29,22,39,"Introvert"
11602380,"complete","A","A_1AlexExt_2PatInt","enjoy-alex-quantised",4,"Extrovert first","Extrovert","enjoy","I enjoyed our <br>conversation",32,30,29,22,39,"Extrovert"
11602380,"complete","A","A_1AlexExt_2PatInt","enjoy-pat-quantised",4,"Extrovert first","Introvert","enjoy","I enjoyed our <br>conversation",32,30,29,22,39,"Introvert"
11602380,"complete","A","A_1AlexExt_2PatInt","distant-alex-quantised",2,"Extrovert first","Extrovert","distant","I felt distant <br>from them",32,30,29,22,39,"Extrovert"
11602380,"complete","A","A_1AlexExt_2PatInt","distant-pat-quantised",3,"Extrovert first","Introvert","distant","I felt distant <br>from them",32,30,29,22,39,"Introvert"
11602380,"complete","A","A_1AlexExt_2PatInt","understood-alex-quantised",4,"Extrovert first","Extrovert","understood","I felt that <br>they understood me",32,30,29,22,39,"Extrovert"
11602380,"complete","A","A_1AlexExt_2PatInt","understood-pat-quantised",3,"Extrovert first","Introvert","understood","I felt that <br>they understood me",32,30,29,22,39,"Introvert"
11602380,"complete","A","A_1AlexExt_2PatInt","different-alex-quantised",2,"Extrovert first","Extrovert","different","I felt that they were <br>different from me",32,30,29,22,39,"Extrovert"
11602380,"complete","A","A_1AlexExt_2PatInt","different-pat-quantised",4,"Extrovert first","Introvert","different","I felt that they were <br>different from me",32,30,29,22,39,"Introvert"
11602380,"complete","A","A_1AlexExt_2PatInt","chat-again-alex-quantised",4,"Extrovert first","Extrovert","chat-again","I would chat <br>with them again",32,30,29,22,39,"Extrovert"
11602380,"complete","A","A_1AlexExt_2PatInt","chat-again-pat-quantised",3,"Extrovert first","Introvert","chat-again","I would chat <br>with them again",32,30,29,22,39,"Introvert"
11650702,"complete","B","B_1PatExt_2AlexInt","similar-pat-quantised",2,"Introvert first","Extrovert","similar","I felt that <br>we are similar",29,20,27,20,38,"Extrovert"
11650702,"complete","B","B_1PatExt_2AlexInt","similar-alex-quantised",2,"Introvert first","Introvert","similar","I felt that <br>we are similar",29,20,27,20,38,"Introvert"
11650702,"complete","B","B_1PatExt_2AlexInt","enjoy-pat-quantised",3,"Introvert first","Extrovert","enjoy","I enjoyed our <br>conversation",29,20,27,20,38,"Extrovert"
11650702,"complete","B","B_1PatExt_2AlexInt","enjoy-alex-quantised",3,"Introvert first","Introvert","enjoy","I enjoyed our <br>conversation",29,20,27,20,38,"Introvert"
11650702,"complete","B","B_1PatExt_2AlexInt","distant-pat-quantised",4,"Introvert first","Extrovert","distant","I felt distant <br>from them",29,20,27,20,38,"Extrovert"
11650702,"complete","B","B_1PatExt_2AlexInt","distant-alex-quantised",4,"Introvert first","Introvert","distant","I felt distant <br>from them",29,20,27,20,38,"Introvert"
11650702,"complete","B","B_1PatExt_2AlexInt","understood-pat-quantised",1,"Introvert first","Extrovert","understood","I felt that <br>they understood me",29,20,27,20,38,"Extrovert"
11650702,"complete","B","B_1PatExt_2AlexInt","understood-alex-quantised",1,"Introvert first","Introvert","understood","I felt that <br>they understood me",29,20,27,20,38,"Introvert"
11650702,"complete","B","B_1PatExt_2AlexInt","different-pat-quantised",5,"Introvert first","Extrovert","different","I felt that they were <br>different from me",29,20,27,20,38,"Extrovert"
11650702,"complete","B","B_1PatExt_2AlexInt","different-alex-quantised",5,"Introvert first","Introvert","different","I felt that they were <br>different from me",29,20,27,20,38,"Introvert"
11650702,"complete","B","B_1PatExt_2AlexInt","chat-again-pat-quantised",2,"Introvert first","Extrovert","chat-again","I would chat <br>with them again",29,20,27,20,38,"Extrovert"
11650702,"complete","B","B_1PatExt_2AlexInt","chat-again-alex-quantised",2,"Introvert first","Introvert","chat-again","I would chat <br>with them again",29,20,27,20,38,"Introvert"
11651220,"complete","B","B_1PatExt_2AlexInt","similar-pat-quantised",4,"Introvert first","Extrovert","similar","I felt that <br>we are similar",26,27,38,29,32,"Extrovert"
11651220,"complete","B","B_1PatExt_2AlexInt","similar-alex-quantised",1,"Introvert first","Introvert","similar","I felt that <br>we are similar",26,27,38,29,32,"Introvert"
11651220,"complete","B","B_1PatExt_2AlexInt","enjoy-pat-quantised",5,"Introvert first","Extrovert","enjoy","I enjoyed our <br>conversation",26,27,38,29,32,"Extrovert"
11651220,"complete","B","B_1PatExt_2AlexInt","enjoy-alex-quantised",1,"Introvert first","Introvert","enjoy","I enjoyed our <br>conversation",26,27,38,29,32,"Introvert"
11651220,"complete","B","B_1PatExt_2AlexInt","distant-pat-quantised",1,"Introvert first","Extrovert","distant","I felt distant <br>from them",26,27,38,29,32,"Extrovert"
11651220,"complete","B","B_1PatExt_2AlexInt","distant-alex-quantised",5,"Introvert first","Introvert","distant","I felt distant <br>from them",26,27,38,29,32,"Introvert"
11651220,"complete","B","B_1PatExt_2AlexInt","understood-pat-quantised",4,"Introvert first","Extrovert","understood","I felt that <br>they understood me",26,27,38,29,32,"Extrovert"
11651220,"complete","B","B_1PatExt_2AlexInt","understood-alex-quantised",2,"Introvert first","Introvert","understood","I felt that <br>they understood me",26,27,38,29,32,"Introvert"
11651220,"complete","B","B_1PatExt_2AlexInt","different-pat-quantised",1,"Introvert first","Extrovert","different","I felt that they were <br>different from me",26,27,38,29,32,"Extrovert"
11651220,"complete","B","B_1PatExt_2AlexInt","different-alex-quantised",4,"Introvert first","Introvert","different","I felt that they were <br>different from me",26,27,38,29,32,"Introvert"
11651220,"complete","B","B_1PatExt_2AlexInt","chat-again-pat-quantised",4,"Introvert first","Extrovert","chat-again","I would chat <br>with them again",26,27,38,29,32,"Extrovert"
11651220,"complete","B","B_1PatExt_2AlexInt","chat-again-alex-quantised",1,"Introvert first","Introvert","chat-again","I would chat <br>with them again",26,27,38,29,32,"Introvert"
11651466,"complete","B","B_2AlexInt_1PatExt","similar-alex-quantised",5,"Extrovert first","Introvert","similar","I felt that <br>we are similar",26,25,36,26,41,"Introvert"
11651466,"complete","B","B_2AlexInt_1PatExt","similar-pat-quantised",3,"Extrovert first","Extrovert","similar","I felt that <br>we are similar",26,25,36,26,41,"Extrovert"
11651466,"complete","B","B_2AlexInt_1PatExt","enjoy-alex-quantised",5,"Extrovert first","Introvert","enjoy","I enjoyed our <br>conversation",26,25,36,26,41,"Introvert"
11651466,"complete","B","B_2AlexInt_1PatExt","enjoy-pat-quantised",4,"Extrovert first","Extrovert","enjoy","I enjoyed our <br>conversation",26,25,36,26,41,"Extrovert"
11651466,"complete","B","B_2AlexInt_1PatExt","distant-alex-quantised",2,"Extrovert first","Introvert","distant","I felt distant <br>from them",26,25,36,26,41,"Introvert"
11651466,"complete","B","B_2AlexInt_1PatExt","distant-pat-quantised",3,"Extrovert first","Extrovert","distant","I felt distant <br>from them",26,25,36,26,41,"Extrovert"
11651466,"complete","B","B_2AlexInt_1PatExt","understood-alex-quantised",5,"Extrovert first","Introvert","understood","I felt that <br>they understood me",26,25,36,26,41,"Introvert"
11651466,"complete","B","B_2AlexInt_1PatExt","understood-pat-quantised",3,"Extrovert first","Extrovert","understood","I felt that <br>they understood me",26,25,36,26,41,"Extrovert"
11651466,"complete","B","B_2AlexInt_1PatExt","different-alex-quantised",2,"Extrovert first","Introvert","different","I felt that they were <br>different from me",26,25,36,26,41,"Introvert"
11651466,"complete","B","B_2AlexInt_1PatExt","different-pat-quantised",3,"Extrovert first","Extrovert","different","I felt that they were <br>different from me",26,25,36,26,41,"Extrovert"
11651466,"complete","B","B_2AlexInt_1PatExt","chat-again-alex-quantised",5,"Extrovert first","Introvert","chat-again","I would chat <br>with them again",26,25,36,26,41,"Introvert"
11651466,"complete","B","B_2AlexInt_1PatExt","chat-again-pat-quantised",3,"Extrovert first","Extrovert","chat-again","I would chat <br>with them again",26,25,36,26,41,"Extrovert"
11651689,"complete","B","B_1PatExt_2AlexInt","similar-pat-quantised",5,"Introvert first","Extrovert","similar","I felt that <br>we are similar",29,29,29,22,44,"Extrovert"
11651689,"complete","B","B_1PatExt_2AlexInt","similar-alex-quantised",5,"Introvert first","Introvert","similar","I felt that <br>we are similar",29,29,29,22,44,"Introvert"
11651689,"complete","B","B_1PatExt_2AlexInt","enjoy-pat-quantised",5,"Introvert first","Extrovert","enjoy","I enjoyed our <br>conversation",29,29,29,22,44,"Extrovert"
11651689,"complete","B","B_1PatExt_2AlexInt","enjoy-alex-quantised",5,"Introvert first","Introvert","enjoy","I enjoyed our <br>conversation",29,29,29,22,44,"Introvert"
11651689,"complete","B","B_1PatExt_2AlexInt","distant-pat-quantised",1,"Introvert first","Extrovert","distant","I felt distant <br>from them",29,29,29,22,44,"Extrovert"
11651689,"complete","B","B_1PatExt_2AlexInt","distant-alex-quantised",1,"Introvert first","Introvert","distant","I felt distant <br>from them",29,29,29,22,44,"Introvert"
11651689,"complete","B","B_1PatExt_2AlexInt","understood-pat-quantised",5,"Introvert first","Extrovert","understood","I felt that <br>they understood me",29,29,29,22,44,"Extrovert"
11651689,"complete","B","B_1PatExt_2AlexInt","understood-alex-quantised",5,"Introvert first","Introvert","understood","I felt that <br>they understood me",29,29,29,22,44,"Introvert"
11651689,"complete","B","B_1PatExt_2AlexInt","different-pat-quantised",2,"Introvert first","Extrovert","different","I felt that they were <br>different from me",29,29,29,22,44,"Extrovert"
11651689,"complete","B","B_1PatExt_2AlexInt","different-alex-quantised",2,"Introvert first","Introvert","different","I felt that they were <br>different from me",29,29,29,22,44,"Introvert"
11651689,"complete","B","B_1PatExt_2AlexInt","chat-again-pat-quantised",5,"Introvert first","Extrovert","chat-again","I would chat <br>with them again",29,29,29,22,44,"Extrovert"
11651689,"complete","B","B_1PatExt_2AlexInt","chat-again-alex-quantised",5,"Introvert first","Introvert","chat-again","I would chat <br>with them again",29,29,29,22,44,"Introvert"
11652569,"complete","B","B_1PatExt_2AlexInt","similar-pat-quantised",2,"Introvert first","Extrovert","similar","I felt that <br>we are similar",24,37,37,28,19,"Extrovert"
11652569,"complete","B","B_1PatExt_2AlexInt","similar-alex-quantised",4,"Introvert first","Introvert","similar","I felt that <br>we are similar",24,37,37,28,19,"Introvert"
11652569,"complete","B","B_1PatExt_2AlexInt","enjoy-pat-quantised",2,"Introvert first","Extrovert","enjoy","I enjoyed our <br>conversation",24,37,37,28,19,"Extrovert"
11652569,"complete","B","B_1PatExt_2AlexInt","enjoy-alex-quantised",5,"Introvert first","Introvert","enjoy","I enjoyed our <br>conversation",24,37,37,28,19,"Introvert"
11652569,"complete","B","B_1PatExt_2AlexInt","distant-pat-quantised",2,"Introvert first","Extrovert","distant","I felt distant <br>from them",24,37,37,28,19,"Extrovert"
11652569,"complete","B","B_1PatExt_2AlexInt","distant-alex-quantised",5,"Introvert first","Introvert","distant","I felt distant <br>from them",24,37,37,28,19,"Introvert"
11652569,"complete","B","B_1PatExt_2AlexInt","understood-pat-quantised",2,"Introvert first","Extrovert","understood","I felt that <br>they understood me",24,37,37,28,19,"Extrovert"
11652569,"complete","B","B_1PatExt_2AlexInt","understood-alex-quantised",5,"Introvert first","Introvert","understood","I felt that <br>they understood me",24,37,37,28,19,"Introvert"
11652569,"complete","B","B_1PatExt_2AlexInt","different-pat-quantised",2,"Introvert first","Extrovert","different","I felt that they were <br>different from me",24,37,37,28,19,"Extrovert"
11652569,"complete","B","B_1PatExt_2AlexInt","different-alex-quantised",5,"Introvert first","Introvert","different","I felt that they were <br>different from me",24,37,37,28,19,"Introvert"
11652569,"complete","B","B_1PatExt_2AlexInt","chat-again-pat-quantised",4,"Introvert first","Extrovert","chat-again","I would chat <br>with them again",24,37,37,28,19,"Extrovert"
11652569,"complete","B","B_1PatExt_2AlexInt","chat-again-alex-quantised",5,"Introvert first","Introvert","chat-again","I would chat <br>with them again",24,37,37,28,19,"Introvert"
11652658,"complete","B","B_2AlexInt_1PatExt","similar-alex-quantised",2,"Extrovert first","Introvert","similar","I felt that <br>we are similar",24,28,30,25,43,"Introvert"
11652658,"complete","B","B_2AlexInt_1PatExt","similar-pat-quantised",4,"Extrovert first","Extrovert","similar","I felt that <br>we are similar",24,28,30,25,43,"Extrovert"
11652658,"complete","B","B_2AlexInt_1PatExt","enjoy-alex-quantised",3,"Extrovert first","Introvert","enjoy","I enjoyed our <br>conversation",24,28,30,25,43,"Introvert"
11652658,"complete","B","B_2AlexInt_1PatExt","enjoy-pat-quantised",4,"Extrovert first","Extrovert","enjoy","I enjoyed our <br>conversation",24,28,30,25,43,"Extrovert"
11652658,"complete","B","B_2AlexInt_1PatExt","distant-alex-quantised",5,"Extrovert first","Introvert","distant","I felt distant <br>from them",24,28,30,25,43,"Introvert"
11652658,"complete","B","B_2AlexInt_1PatExt","distant-pat-quantised",2,"Extrovert first","Extrovert","distant","I felt distant <br>from them",24,28,30,25,43,"Extrovert"
11652658,"complete","B","B_2AlexInt_1PatExt","understood-alex-quantised",2,"Extrovert first","Introvert","understood","I felt that <br>they understood me",24,28,30,25,43,"Introvert"
11652658,"complete","B","B_2AlexInt_1PatExt","understood-pat-quantised",4,"Extrovert first","Extrovert","understood","I felt that <br>they understood me",24,28,30,25,43,"Extrovert"
11652658,"complete","B","B_2AlexInt_1PatExt","different-alex-quantised",4,"Extrovert first","Introvert","different","I felt that they were <br>different from me",24,28,30,25,43,"Introvert"
11652658,"complete","B","B_2AlexInt_1PatExt","different-pat-quantised",2,"Extrovert first","Extrovert","different","I felt that they were <br>different from me",24,28,30,25,43,"Extrovert"
11652658,"complete","B","B_2AlexInt_1PatExt","chat-again-alex-quantised",2,"Extrovert first","Introvert","chat-again","I would chat <br>with them again",24,28,30,25,43,"Introvert"
11652658,"complete","B","B_2AlexInt_1PatExt","chat-again-pat-quantised",4,"Extrovert first","Extrovert","chat-again","I would chat <br>with them again",24,28,30,25,43,"Extrovert"
11652702,"complete","B","B_2AlexInt_1PatExt","similar-alex-quantised",4,"Extrovert first","Introvert","similar","I felt that <br>we are similar",22,25,30,23,42,"Introvert"
11652702,"complete","B","B_2AlexInt_1PatExt","similar-pat-quantised",2,"Extrovert first","Extrovert","similar","I felt that <br>we are similar",22,25,30,23,42,"Extrovert"
11652702,"complete","B","B_2AlexInt_1PatExt","enjoy-alex-quantised",4,"Extrovert first","Introvert","enjoy","I enjoyed our <br>conversation",22,25,30,23,42,"Introvert"
11652702,"complete","B","B_2AlexInt_1PatExt","enjoy-pat-quantised",4,"Extrovert first","Extrovert","enjoy","I enjoyed our <br>conversation",22,25,30,23,42,"Extrovert"
11652702,"complete","B","B_2AlexInt_1PatExt","distant-alex-quantised",2,"Extrovert first","Introvert","distant","I felt distant <br>from them",22,25,30,23,42,"Introvert"
11652702,"complete","B","B_2AlexInt_1PatExt","distant-pat-quantised",2,"Extrovert first","Extrovert","distant","I felt distant <br>from them",22,25,30,23,42,"Extrovert"
11652702,"complete","B","B_2AlexInt_1PatExt","understood-alex-quantised",4,"Extrovert first","Introvert","understood","I felt that <br>they understood me",22,25,30,23,42,"Introvert"
11652702,"complete","B","B_2AlexInt_1PatExt","understood-pat-quantised",3,"Extrovert first","Extrovert","understood","I felt that <br>they understood me",22,25,30,23,42,"Extrovert"
11652702,"complete","B","B_2AlexInt_1PatExt","different-alex-quantised",3,"Extrovert first","Introvert","different","I felt that they were <br>different from me",22,25,30,23,42,"Introvert"
11652702,"complete","B","B_2AlexInt_1PatExt","different-pat-quantised",4,"Extrovert first","Extrovert","different","I felt that they were <br>different from me",22,25,30,23,42,"Extrovert"
11652702,"complete","B","B_2AlexInt_1PatExt","chat-again-alex-quantised",4,"Extrovert first","Introvert","chat-again","I would chat <br>with them again",22,25,30,23,42,"Introvert"
11652702,"complete","B","B_2AlexInt_1PatExt","chat-again-pat-quantised",3,"Extrovert first","Extrovert","chat-again","I would chat <br>with them again",22,25,30,23,42,"Extrovert"
11652900,"complete","B","B_1PatExt_2AlexInt","similar-pat-quantised",1,"Introvert first","Extrovert","similar","I felt that <br>we are similar",24,24,37,28,31,"Extrovert"
11652900,"complete","B","B_1PatExt_2AlexInt","similar-alex-quantised",5,"Introvert first","Introvert","similar","I felt that <br>we are similar",24,24,37,28,31,"Introvert"
11652900,"complete","B","B_1PatExt_2AlexInt","enjoy-pat-quantised",2,"Introvert first","Extrovert","enjoy","I enjoyed our <br>conversation",24,24,37,28,31,"Extrovert"
11652900,"complete","B","B_1PatExt_2AlexInt","enjoy-alex-quantised",5,"Introvert first","Introvert","enjoy","I enjoyed our <br>conversation",24,24,37,28,31,"Introvert"
11652900,"complete","B","B_1PatExt_2AlexInt","distant-pat-quantised",3,"Introvert first","Extrovert","distant","I felt distant <br>from them",24,24,37,28,31,"Extrovert"
11652900,"complete","B","B_1PatExt_2AlexInt","distant-alex-quantised",2,"Introvert first","Introvert","distant","I felt distant <br>from them",24,24,37,28,31,"Introvert"
11652900,"complete","B","B_1PatExt_2AlexInt","understood-pat-quantised",2,"Introvert first","Extrovert","understood","I felt that <br>they understood me",24,24,37,28,31,"Extrovert"
11652900,"complete","B","B_1PatExt_2AlexInt","understood-alex-quantised",5,"Introvert first","Introvert","understood","I felt that <br>they understood me",24,24,37,28,31,"Introvert"
11652900,"complete","B","B_1PatExt_2AlexInt","different-pat-quantised",5,"Introvert first","Extrovert","different","I felt that they were <br>different from me",24,24,37,28,31,"Extrovert"
11652900,"complete","B","B_1PatExt_2AlexInt","different-alex-quantised",2,"Introvert first","Introvert","different","I felt that they were <br>different from me",24,24,37,28,31,"Introvert"
11652900,"complete","B","B_1PatExt_2AlexInt","chat-again-pat-quantised",1,"Introvert first","Extrovert","chat-again","I would chat <br>with them again",24,24,37,28,31,"Extrovert"
11652900,"complete","B","B_1PatExt_2AlexInt","chat-again-alex-quantised",4,"Introvert first","Introvert","chat-again","I would chat <br>with them again",24,24,37,28,31,"Introvert"
11653598,"complete","B","B_2AlexInt_1PatExt","similar-alex-quantised",3,"Extrovert first","Introvert","similar","I felt that <br>we are similar",25,29,30,23,39,"Introvert"
11653598,"complete","B","B_2AlexInt_1PatExt","similar-pat-quantised",3,"Extrovert first","Extrovert","similar","I felt that <br>we are similar",25,29,30,23,39,"Extrovert"
11653598,"complete","B","B_2AlexInt_1PatExt","enjoy-alex-quantised",4,"Extrovert first","Introvert","enjoy","I enjoyed our <br>conversation",25,29,30,23,39,"Introvert"
11653598,"complete","B","B_2AlexInt_1PatExt","enjoy-pat-quantised",4,"Extrovert first","Extrovert","enjoy","I enjoyed our <br>conversation",25,29,30,23,39,"Extrovert"
11653598,"complete","B","B_2AlexInt_1PatExt","distant-alex-quantised",2,"Extrovert first","Introvert","distant","I felt distant <br>from them",25,29,30,23,39,"Introvert"
11653598,"complete","B","B_2AlexInt_1PatExt","distant-pat-quantised",2,"Extrovert first","Extrovert","distant","I felt distant <br>from them",25,29,30,23,39,"Extrovert"
11653598,"complete","B","B_2AlexInt_1PatExt","understood-alex-quantised",4,"Extrovert first","Introvert","understood","I felt that <br>they understood me",25,29,30,23,39,"Introvert"
11653598,"complete","B","B_2AlexInt_1PatExt","understood-pat-quantised",4,"Extrovert first","Extrovert","understood","I felt that <br>they understood me",25,29,30,23,39,"Extrovert"
11653598,"complete","B","B_2AlexInt_1PatExt","different-alex-quantised",3,"Extrovert first","Introvert","different","I felt that they were <br>different from me",25,29,30,23,39,"Introvert"
11653598,"complete","B","B_2AlexInt_1PatExt","different-pat-quantised",3,"Extrovert first","Extrovert","different","I felt that they were <br>different from me",25,29,30,23,39,"Extrovert"
11653598,"complete","B","B_2AlexInt_1PatExt","chat-again-alex-quantised",4,"Extrovert first","Introvert","chat-again","I would chat <br>with them again",25,29,30,23,39,"Introvert"
11653598,"complete","B","B_2AlexInt_1PatExt","chat-again-pat-quantised",3,"Extrovert first","Extrovert","chat-again","I would chat <br>with them again",25,29,30,23,39,"Extrovert"
11665439,"complete","B","B_2AlexInt_1PatExt","similar-alex-quantised",5,"Extrovert first","Introvert","similar","I felt that <br>we are similar",24,29,31,24,43,"Introvert"
11665439,"complete","B","B_2AlexInt_1PatExt","similar-pat-quantised",4,"Extrovert first","Extrovert","similar","I felt that <br>we are similar",24,29,31,24,43,"Extrovert"
11665439,"complete","B","B_2AlexInt_1PatExt","enjoy-alex-quantised",4,"Extrovert first","Introvert","enjoy","I enjoyed our <br>conversation",24,29,31,24,43,"Introvert"
11665439,"complete","B","B_2AlexInt_1PatExt","enjoy-pat-quantised",4,"Extrovert first","Extrovert","enjoy","I enjoyed our <br>conversation",24,29,31,24,43,"Extrovert"
11665439,"complete","B","B_2AlexInt_1PatExt","distant-alex-quantised",4,"Extrovert first","Introvert","distant","I felt distant <br>from them",24,29,31,24,43,"Introvert"
11665439,"complete","B","B_2AlexInt_1PatExt","distant-pat-quantised",2,"Extrovert first","Extrovert","distant","I felt distant <br>from them",24,29,31,24,43,"Extrovert"
11665439,"complete","B","B_2AlexInt_1PatExt","understood-alex-quantised",3,"Extrovert first","Introvert","understood","I felt that <br>they understood me",24,29,31,24,43,"Introvert"
11665439,"complete","B","B_2AlexInt_1PatExt","understood-pat-quantised",5,"Extrovert first","Extrovert","understood","I felt that <br>they understood me",24,29,31,24,43,"Extrovert"
11665439,"complete","B","B_2AlexInt_1PatExt","different-alex-quantised",3,"Extrovert first","Introvert","different","I felt that they were <br>different from me",24,29,31,24,43,"Introvert"
11665439,"complete","B","B_2AlexInt_1PatExt","different-pat-quantised",2,"Extrovert first","Extrovert","different","I felt that they were <br>different from me",24,29,31,24,43,"Extrovert"
11665439,"complete","B","B_2AlexInt_1PatExt","chat-again-alex-quantised",4,"Extrovert first","Introvert","chat-again","I would chat <br>with them again",24,29,31,24,43,"Introvert"
11665439,"complete","B","B_2AlexInt_1PatExt","chat-again-pat-quantised",5,"Extrovert first","Extrovert","chat-again","I would chat <br>with them again",24,29,31,24,43,"Extrovert"
11665444,"complete","B","B_1PatExt_2AlexInt","similar-pat-quantised",4,"Introvert first","Extrovert","similar","I felt that <br>we are similar",21,37,35,32,25,"Extrovert"
11665444,"complete","B","B_1PatExt_2AlexInt","similar-alex-quantised",3,"Introvert first","Introvert","similar","I felt that <br>we are similar",21,37,35,32,25,"Introvert"
11665444,"complete","B","B_1PatExt_2AlexInt","enjoy-pat-quantised",5,"Introvert first","Extrovert","enjoy","I enjoyed our <br>conversation",21,37,35,32,25,"Extrovert"
11665444,"complete","B","B_1PatExt_2AlexInt","enjoy-alex-quantised",5,"Introvert first","Introvert","enjoy","I enjoyed our <br>conversation",21,37,35,32,25,"Introvert"
11665444,"complete","B","B_1PatExt_2AlexInt","distant-pat-quantised",1,"Introvert first","Extrovert","distant","I felt distant <br>from them",21,37,35,32,25,"Extrovert"
