"Participant.Private.ID","Participant.Status","gorillaExp","arm","Question.Key","Response","order"
11667941,"complete","B","B_2AlexInt_1PatExt","response-1-1","Pat","Extrovert first"
11667941,"complete","B","B_2AlexInt_1PatExt","response-1-2","Alex","Extrovert first"
11667941,"complete","B","B_2AlexInt_1PatExt","response-2","Pat was very positive and I felt their encouragement. ","Extrovert first"
11667941,"complete","B","B_2AlexInt_1PatExt","response-3","Alex was a bit too passive but very kind.","Extrovert first"
11667966,"complete","B","B_2AlexInt_1PatExt","response-1-1","Alex","Extrovert first"
11667966,"complete","B","B_2AlexInt_1PatExt","response-1-2","Pat","Extrovert first"
11667966,"complete","B","B_2AlexInt_1PatExt","response-2","I really thought they were equally good.","Extrovert first"
11667966,"complete","B","B_2AlexInt_1PatExt","response-3","I thought both were good.","Extrovert first"
11668005,"complete","B","B_2AlexInt_1PatExt","response-1-1","Alex","Extrovert first"
11668005,"complete","B","B_2AlexInt_1PatExt","response-1-2","Pat","Extrovert first"
11668005,"complete","B","B_2AlexInt_1PatExt","response-2","i don't remember alex as well, but they seemed less bot-like? more real? but maybe it's because of what i talked with them about.","Extrovert first"
11668005,"complete","B","B_2AlexInt_1PatExt","response-3","i thought pat tried too hard to insist they were human, but wouldn't give any details about themselves to make them feel more human. although to be fair, i didn't ask those questions to the other one. also, they were just a little too overly supportive and optimistic to whatever i said perhaps, which made it feel less sincere.","Extrovert first"
11668041,"complete","B","B_1PatExt_2AlexInt","response-1-1","Pat","Introvert first"
11668041,"complete","B","B_1PatExt_2AlexInt","response-1-2","Alex","Introvert first"
11668041,"complete","B","B_1PatExt_2AlexInt","response-2","I felt like me and Pat had a lot more in common and bonded quicker. ","Introvert first"
11668041,"complete","B","B_1PatExt_2AlexInt","response-3","The conversation didn't flow as well as my other one. Alex was reponsive but did not seem as engaged in the conversation. ","Introvert first"
11668218,"complete","B","B_2AlexInt_1PatExt","response-1-1","Pat","Extrovert first"
11668218,"complete","B","B_2AlexInt_1PatExt","response-1-2","Alex","Extrovert first"
11668218,"complete","B","B_2AlexInt_1PatExt","response-2","they are outgoing and fun","Extrovert first"
11668218,"complete","B","B_2AlexInt_1PatExt","response-3","they are withdrawn and non-adventurous ","Extrovert first"
11668279,"complete","B","B_2AlexInt_1PatExt","response-1-1","Alex","Extrovert first"
11668279,"complete","B","B_2AlexInt_1PatExt","response-1-2","Pat","Extrovert first"
11668279,"complete","B","B_2AlexInt_1PatExt","response-2","Alex knew how to keep the conversation going.","Extrovert first"
11668279,"complete","B","B_2AlexInt_1PatExt","response-3","Pat was too excited about everything, and wasn't great at keeping things moving","Extrovert first"
11668368,"complete","B","B_1PatExt_2AlexInt","response-1-1","Pat","Introvert first"
11668368,"complete","B","B_1PatExt_2AlexInt","response-1-2","Alex","Introvert first"
11668368,"complete","B","B_1PatExt_2AlexInt","response-2","I felt like he used less exclamation marks in all honesty","Introvert first"
11668368,"complete","B","B_1PatExt_2AlexInt","response-3","Way too enthusiastic for me","Introvert first"
11671634,"complete","B","B_2AlexInt_1PatExt","response-1-1","Alex","Extrovert first"
11671634,"complete","B","B_2AlexInt_1PatExt","response-1-2","Pat","Extrovert first"
11671634,"complete","B","B_2AlexInt_1PatExt","response-2","Alex was able to hold the conversation a bit more.","Extrovert first"
11671634,"complete","B","B_2AlexInt_1PatExt","response-3","Pat started out okay by asking questions but seemed to end the conversation a little early.","Extrovert first"
11671697,"complete","B","B_1PatExt_2AlexInt","response-1-1","Pat","Introvert first"
11671697,"complete","B","B_1PatExt_2AlexInt","response-1-2","Alex","Introvert first"
11671697,"complete","B","B_1PatExt_2AlexInt","response-2","Pat was more engaging and seemed to be able to hold a conversation.","Introvert first"
11671697,"complete","B","B_1PatExt_2AlexInt","response-3","Alex kept talking about the same thing and didn't seem to say things that encouraged me to relpy.","Introvert first"
11671818,"complete","B","B_1PatExt_2AlexInt","response-1-1","Pat","Introvert first"
11671818,"complete","B","B_1PatExt_2AlexInt","response-1-2","Alex","Introvert first"
11671818,"complete","B","B_1PatExt_2AlexInt","response-2","the conversation flowed more smoothly with pat. alex was a little too withdrawn.","Introvert first"
11671818,"complete","B","B_1PatExt_2AlexInt","response-3","he was really just responding back while pat was actually holding a conversation. ","Introvert first"
11672647,"complete","B","B_1PatExt_2AlexInt","response-1-1","Alex","Introvert first"
11672647,"complete","B","B_1PatExt_2AlexInt","response-1-2","Pat","Introvert first"
11672647,"complete","B","B_1PatExt_2AlexInt","response-2","Alex was more laid back and didn't enjoy going out.","Introvert first"
11672647,"complete","B","B_1PatExt_2AlexInt","response-3","Was to much of a social person.","Introvert first"
11674611,"complete","B","B_2AlexInt_1PatExt","response-1-1","Pat","Extrovert first"
11674611,"complete","B","B_2AlexInt_1PatExt","response-1-2","Alex","Extrovert first"
11674611,"complete","B","B_2AlexInt_1PatExt","response-2","Pat seemed a little more personable and more involved in the conversation.","Extrovert first"
11674611,"complete","B","B_2AlexInt_1PatExt","response-3","Alex provided general statements and responses and didn't seem to be completely involved in the conversation.","Extrovert first"
11674631,"complete","B","B_1PatExt_2AlexInt","response-1-1","Pat","Introvert first"
11674631,"complete","B","B_1PatExt_2AlexInt","response-1-2","Alex","Introvert first"
11674631,"complete","B","B_1PatExt_2AlexInt","response-2","Talking with Pat brought back vivid memories of travel and adventure.","Introvert first"
11674631,"complete","B","B_1PatExt_2AlexInt","response-3","Alex was ""nice"" but rather boring topics.","Introvert first"
11675287,"complete","B","B_2AlexInt_1PatExt","response-1-1","Pat","Extrovert first"
11675287,"complete","B","B_2AlexInt_1PatExt","response-1-2","Alex","Extrovert first"
11675287,"complete","B","B_2AlexInt_1PatExt","response-2","I think it was just happenstance and getting used to the assignment that caused the Pat conversation to be better.","Extrovert first"
11675287,"complete","B","B_2AlexInt_1PatExt","response-3","I was still getting used to the assignment, so the conversation didn't flow as well.","Extrovert first"
11913392,"complete","B","B_2AlexInt_1PatExt","response-1-1","Pat","Extrovert first"
11913392,"complete","B","B_2AlexInt_1PatExt","response-1-2","Alex","Extrovert first"
11913392,"complete","B","B_2AlexInt_1PatExt","response-2","We shared common interests","Extrovert first"
11913392,"complete","B","B_2AlexInt_1PatExt","response-3","We have opposite personalities","Extrovert first"
11914120,"complete","B","B_1PatExt_2AlexInt","response-1-1","Alex","Introvert first"
11914120,"complete","B","B_1PatExt_2AlexInt","response-1-2","Pat","Introvert first"
11914120,"complete","B","B_1PatExt_2AlexInt","response-2","Alex seemed more calm and introspective. ","Introvert first"
11914120,"complete","B","B_1PatExt_2AlexInt","response-3","Pat seemed too energetic and overall too extroverted to me. ","Introvert first"
11931829,"complete","A","A_2PatInt_1AlexExt","response-1-1","Alex","Introvert first"
11931829,"complete","A","A_2PatInt_1AlexExt","response-1-2","Pat","Introvert first"
11931829,"complete","A","A_2PatInt_1AlexExt","response-2","Interesting to hear what they say.","Introvert first"
11931829,"complete","A","A_2PatInt_1AlexExt","response-3","I don't know, just liked the other person better.","Introvert first"
11931864,"complete","A","A_1AlexExt_2PatInt","response-1-1","Alex","Extrovert first"
11931864,"complete","A","A_1AlexExt_2PatInt","response-1-2","Pat","Extrovert first"
11931864,"complete","A","A_1AlexExt_2PatInt","response-2","good at pretending","Extrovert first"
11931864,"complete","A","A_1AlexExt_2PatInt","response-3","bad at lying","Extrovert first"
11932074,"complete","A","A_1AlexExt_2PatInt","response-1-1","Pat","Extrovert first"
11932074,"complete","A","A_1AlexExt_2PatInt","response-1-2","Alex","Extrovert first"
11932074,"complete","A","A_1AlexExt_2PatInt","response-2","Pat was better at talking and didn't seem like he wanted to talk.","Extrovert first"
11932074,"complete","A","A_1AlexExt_2PatInt","response-3","no","Extrovert first"
11932189,"complete","A","A_1AlexExt_2PatInt","response-1-1","Pat","Extrovert first"
11932189,"complete","A","A_1AlexExt_2PatInt","response-1-2","Alex","Extrovert first"
11932189,"complete","A","A_1AlexExt_2PatInt","response-2","Seems to have more compassion.","Extrovert first"
11932189,"complete","A","A_1AlexExt_2PatInt","response-3","The topic of the conversation.","Extrovert first"
11932374,"complete","A","A_2PatInt_1AlexExt","response-1-1","Pat","Introvert first"
11932374,"complete","A","A_2PatInt_1AlexExt","response-1-2","Alex","Introvert first"
11932374,"complete","A","A_2PatInt_1AlexExt","response-2","Pat seemed more realistic and did not seem to repeat itself. It felt more realistic and was better at keeping the conversation going. ","Introvert first"
11932374,"complete","A","A_2PatInt_1AlexExt","response-3","I did not like how Alex seemed to repeat about being excited for the adventure. It didn't need to be said so many times. I would have liked more information on the gear I needed.","Introvert first"
11932375,"complete","A","A_2PatInt_1AlexExt","response-1-1","Pat","Introvert first"
11932375,"complete","A","A_2PatInt_1AlexExt","response-1-2","Alex","Introvert first"
11932375,"complete","A","A_2PatInt_1AlexExt","response-2","I felt that Pat was engaged in what I liked. ","Introvert first"
11932375,"complete","A","A_2PatInt_1AlexExt","response-3","Alex seemed to keep trying to end the conversation.","Introvert first"
11932406,"complete","A","A_1AlexExt_2PatInt","response-1-1","Alex","Extrovert first"
11932406,"complete","A","A_1AlexExt_2PatInt","response-1-2","Pat","Extrovert first"
11932406,"complete","A","A_1AlexExt_2PatInt","response-2","Alex is more extraverted and Pat is more of a mellow introvert","Extrovert first"
11932406,"complete","A","A_1AlexExt_2PatInt","response-3","Pat is more reserved but still great","Extrovert first"
11932489,"complete","A","A_1AlexExt_2PatInt","response-1-1","Pat","Extrovert first"
11932489,"complete","A","A_1AlexExt_2PatInt","response-1-2","Alex","Extrovert first"
11932489,"complete","A","A_1AlexExt_2PatInt","response-2","Pat didn't run out of things to talk about, it felt more natural like I was actually talking to a person.","Extrovert first"
11932489,"complete","A","A_1AlexExt_2PatInt","response-3"," Alex just kept asking the same thing about plans for the weekend, which got annoying.","Extrovert first"
11932513,"complete","A","A_2PatInt_1AlexExt","response-1-1","Alex","Introvert first"
11932513,"complete","A","A_2PatInt_1AlexExt","response-1-2","Pat","Introvert first"
11932513,"complete","A","A_2PatInt_1AlexExt","response-2","Alex was more things that I was. Pat shared interests, but they were interested in different areas of it.","Introvert first"
11932513,"complete","A","A_2PatInt_1AlexExt","response-3","Just because you asked me to. I enjoyed the conversation with Pat. I wouldn't put it as a negative in the least, I'd put them mostly on par, in some ways, the differences with Pat made for a better conversation.","Introvert first"
11932694,"complete","A","A_2PatInt_1AlexExt","response-1-1","Alex","Introvert first"
11932694,"complete","A","A_2PatInt_1AlexExt","response-1-2","Pat","Introvert first"
11932694,"complete","A","A_2PatInt_1AlexExt","response-2","Alex followed my conversation better and had more relavant responses.","Introvert first"
11932694,"complete","A","A_2PatInt_1AlexExt","response-3","Pat was repeative and did follow my convesation ","Introvert first"
11932801,"complete","A","A_2PatInt_1AlexExt","response-1-1","Alex","Introvert first"
11932801,"complete","A","A_2PatInt_1AlexExt","response-1-2","Pat","Introvert first"
11932801,"complete","A","A_2PatInt_1AlexExt","response-2","Alex was more friendly","Introvert first"
11932801,"complete","A","A_2PatInt_1AlexExt","response-3","Pat seemed strange. They both ask too many questions. epayne1978@gmail.com for future studies","Introvert first"
11934473,"complete","A","A_2PatInt_1AlexExt","response-1-1","Alex","Introvert first"
11934473,"complete","A","A_2PatInt_1AlexExt","response-1-2","Pat","Introvert first"
11934473,"complete","A","A_2PatInt_1AlexExt","response-2","I think Alex was more engaging than Pat","Introvert first"
11934473,"complete","A","A_2PatInt_1AlexExt","response-3","I felt that Alex was more human than Pat. Pat was kinda dry conversationalist","Introvert first"
11934547,"complete","A","A_1AlexExt_2PatInt","response-1-1","Alex","Extrovert first"
11934547,"complete","A","A_1AlexExt_2PatInt","response-1-2","Pat","Extrovert first"
11934547,"complete","A","A_1AlexExt_2PatInt","response-2","I felt Alex was more engaging, shared more and asked more questions to get more information from me.","Extrovert first"
11934547,"complete","A","A_1AlexExt_2PatInt","response-3","I felt Pat was just more quiet, less interested in sharing. Pat asked questions but felt they didn't share much of themselves.","Extrovert first"
11934574,"complete","A","A_1AlexExt_2PatInt","response-1-1","Alex","Extrovert first"
11934574,"complete","A","A_1AlexExt_2PatInt","response-1-2","Pat","Extrovert first"
11934574,"complete","A","A_1AlexExt_2PatInt","response-2","alex was more engaging","Extrovert first"
11934574,"complete","A","A_1AlexExt_2PatInt","response-3","pat was not as engaging","Extrovert first"
11934591,"complete","A","A_2PatInt_1AlexExt","response-1-1","Alex","Introvert first"
11934591,"complete","A","A_2PatInt_1AlexExt","response-1-2","Pat","Introvert first"
11934591,"complete","A","A_2PatInt_1AlexExt","response-2","We seemed to have more in common in terms of physical activities and preferences.  I feel like this Person would be easier to relate to since they seemed to be more immediately forthcoming and inviting.  I would not have to work hard to keep the conversation going or talk about things I have limited knowledge of.","Introvert first"
11934591,"complete","A","A_2PatInt_1AlexExt","response-3","This Person was interested in subjects I was not well versed in, so any conversation would be more like an interview than a constant flow of ideas.  I could learn new things from this Person but they may be subjects that do not interest me a lot.","Introvert first"
11935138,"complete","A","A_1AlexExt_2PatInt","response-1-1","Pat","Extrovert first"
11935138,"complete","A","A_1AlexExt_2PatInt","response-1-2","Alex","Extrovert first"
11935138,"complete","A","A_1AlexExt_2PatInt","response-2","Pat was more natural-sounding.","Extrovert first"
11935138,"complete","A","A_1AlexExt_2PatInt","response-3","Alex was repetitive and very artificial sounding. ","Extrovert first"
11935599,"complete","A","A_1AlexExt_2PatInt","response-1-1","Alex","Extrovert first"
11935599,"complete","A","A_1AlexExt_2PatInt","response-1-2","Pat","Extrovert first"
11935599,"complete","A","A_1AlexExt_2PatInt","response-2","Alex and I were more alike. Alex also asked more followup questions.","Extrovert first"
11935599,"complete","A","A_1AlexExt_2PatInt","response-3","Didn't really seem interested in me. Didn't ask as many questions. Different personalities","Extrovert first"
11935789,"complete","A","A_2PatInt_1AlexExt","response-1-1","Pat","Introvert first"
11935789,"complete","A","A_2PatInt_1AlexExt","response-1-2","Alex","Introvert first"
11935789,"complete","A","A_2PatInt_1AlexExt","response-2","I felt that Pat was more helpful, ready to answer my questions and provide good suggestions. ","Introvert first"
11935789,"complete","A","A_2PatInt_1AlexExt","response-3","I felt that Alex was more interested in asking me questions than giving me suggestoins. ","Introvert first"
11936703,"complete","A","A_1AlexExt_2PatInt","response-1-1","Alex","Extrovert first"
11936703,"complete","A","A_1AlexExt_2PatInt","response-1-2","Pat","Extrovert first"
11936703,"complete","A","A_1AlexExt_2PatInt","response-2","Aex felt like a real person","Extrovert first"
11936703,"complete","A","A_1AlexExt_2PatInt","response-3","Pat was a try hard.","Extrovert first"
11940020,"complete","A","A_2PatInt_1AlexExt","response-1-1","Alex","Introvert first"
11940020,"complete","A","A_2PatInt_1AlexExt","response-1-2","Pat","Introvert first"
11940020,"complete","A","A_2PatInt_1AlexExt","response-2","I had a lot more in common with Alex.  It seems like we would have lot of fun together.  Alex seem more adventurous. ","Introvert first"
11940020,"complete","A","A_2PatInt_1AlexExt","response-3","Pat seemed like they did not do many of my activities. Besides reading I not sure what else Pat does. ","Introvert first"
11940898,"complete","A","A_1AlexExt_2PatInt","response-1-1","Alex","Extrovert first"
11940898,"complete","A","A_1AlexExt_2PatInt","response-1-2","Pat","Extrovert first"
11940898,"complete","A","A_1AlexExt_2PatInt","response-2","Alexes personality was more like mine and seemed more cheerful.","Extrovert first"
11940898,"complete","A","A_1AlexExt_2PatInt","response-3","Pam was the opposite of me and seemed shy and serious.","Extrovert first"
11941590,"complete","A","A_1AlexExt_2PatInt","response-1-1","Alex","Extrovert first"
11941590,"complete","A","A_1AlexExt_2PatInt","response-1-2","Pat","Extrovert first"
11941590,"complete","A","A_1AlexExt_2PatInt","response-2","Alex seemed more enthusiastic.","Extrovert first"
11941590,"complete","A","A_1AlexExt_2PatInt","response-3","Pat seemed a bit apprehensive about talking and giving details.","Extrovert first"
12164951,"complete","A","A_1AlexExt_2PatInt","response-1-1","Alex","Extrovert first"
12164951,"complete","A","A_1AlexExt_2PatInt","response-1-2","Pat","Extrovert first"
12164951,"complete","A","A_1AlexExt_2PatInt","response-2","Alex had more energy and seemed really into the conversation","Extrovert first"
12164951,"complete","A","A_1AlexExt_2PatInt","response-3","Pat was nice but seemed more cold and indifferent to the conversation","Extrovert first"
12164954,"complete","A","A_2PatInt_1AlexExt","response-1-1","Pat","Introvert first"
12164954,"complete","A","A_2PatInt_1AlexExt","response-1-2","Alex","Introvert first"
12164954,"complete","A","A_2PatInt_1AlexExt","response-2","They didn't forget what we had just chatted about.","Introvert first"
12164954,"complete","A","A_2PatInt_1AlexExt","response-3","After we had just talked about my dog, they asked me if I had any pets.","Introvert first"
12165018,"complete","A","A_2PatInt_1AlexExt","response-1-1","Alex","Introvert first"
12165018,"complete","A","A_2PatInt_1AlexExt","response-1-2","Pat","Introvert first"
12165018,"complete","A","A_2PatInt_1AlexExt","response-2","Alex kept the conversation going.","Introvert first"
12165018,"complete","A","A_2PatInt_1AlexExt","response-3","Pat didn't keep the conversation going at all. ","Introvert first"
12165146,"complete","A","A_2PatInt_1AlexExt","response-1-1","Pat","Introvert first"
12165146,"complete","A","A_2PatInt_1AlexExt","response-1-2","Alex","Introvert first"
12165146,"complete","A","A_2PatInt_1AlexExt","response-2","Pat seemed genuine and really interested in hearing what I had to say.","Introvert first"
12165146,"complete","A","A_2PatInt_1AlexExt","response-3","Alex seemed generic and like they were just trying to say what they thought I would like to hear.","Introvert first"
12165229,"complete","A","A_1AlexExt_2PatInt","response-1-1","Alex","Extrovert first"
12165229,"complete","A","A_1AlexExt_2PatInt","response-1-2","Pat","Extrovert first"
12165229,"complete","A","A_1AlexExt_2PatInt","response-2","Alex had a better personality and wanted to share there personal experiences","Extrovert first"
12165229,"complete","A","A_1AlexExt_2PatInt","response-3","Pat was standoffish or private and the conversation felt onesided. ","Extrovert first"
12165240,"complete","A","A_2PatInt_1AlexExt","response-1-1","Pat","Introvert first"
12165240,"complete","A","A_2PatInt_1AlexExt","response-1-2","Alex","Introvert first"
12165240,"complete","A","A_2PatInt_1AlexExt","response-2","we are similar","Introvert first"
12165240,"complete","A","A_2PatInt_1AlexExt","response-3","we are different personalities ","Introvert first"
12165817,"complete","A","A_2PatInt_1AlexExt","response-1-1","Alex","Introvert first"
12165817,"complete","A","A_2PatInt_1AlexExt","response-1-2","Pat","Introvert first"
12165817,"complete","A","A_2PatInt_1AlexExt","response-2","there was no second chat with alex so that was a good thing","Introvert first"
12165817,"complete","A","A_2PatInt_1AlexExt","response-3","it ends every answer with a question like people from liverpool","Introvert first"
12165931,"complete","A","A_2PatInt_1AlexExt","response-1-1","Alex","Introvert first"
12165931,"complete","A","A_2PatInt_1AlexExt","response-1-2","Pat","Introvert first"
12165931,"complete","A","A_2PatInt_1AlexExt","response-2","Kept wanting to talk","Introvert first"
12165931,"complete","A","A_2PatInt_1AlexExt","response-3","In a hurry to quit talking.","Introvert first"
12166182,"complete","A","A_2PatInt_1AlexExt","response-1-1","Pat","Introvert first"
12166182,"complete","A","A_2PatInt_1AlexExt","response-1-2","Alex","Introvert first"
12166182,"complete","A","A_2PatInt_1AlexExt","response-2","I enjoyed the discussion about holiday movies at the end which was the highlight of both chats for me.","Introvert first"
12166182,"complete","A","A_2PatInt_1AlexExt","response-3","It was hard as I enjoyed both chats but I feel like Alex was a bit more different than me as he mentioned hiking and offered to take me on one which was a little weird.","Introvert first"
12207478,"complete","A","A_1AlexExt_2PatInt","response-1-1","Alex","Extrovert first"
12207478,"complete","A","A_1AlexExt_2PatInt","response-1-2","Pat","Extrovert first"
12207478,"complete","A","A_1AlexExt_2PatInt","response-2","Alex was a little more outgoing and friendly and I really enjoyed the converation.","Extrovert first"
12207478,"complete","A","A_1AlexExt_2PatInt","response-3","Pat was a bit reserved, but I still enjoyed talking to them. ","Extrovert first"
12218235,"complete","B","B_2AlexInt_1PatExt","response-1-1","Alex","Extrovert first"
12218235,"complete","B","B_2AlexInt_1PatExt","response-1-2","Pat","Extrovert first"
12218235,"complete","B","B_2AlexInt_1PatExt","response-2","My first chat partner seemed like a real person. The conversation was natural and flowed well. Didn't seem too one sided.","Extrovert first"
12218235,"complete","B","B_2AlexInt_1PatExt","response-3","My second chat partner seemed more like a motivational bot. Started out fine, but got very repetitive. Felt like he was just cheering me on. Didn't really add anything interesting being motivational pep talk.","Extrovert first"
12219352,"complete","B","B_1PatExt_2AlexInt","response-1-1","Pat","Introvert first"
12219352,"complete","B","B_1PatExt_2AlexInt","response-1-2","Alex","Introvert first"
12219352,"complete","B","B_1PatExt_2AlexInt","response-2","Pat seems warmer and more human.","Introvert first"
12219352,"complete","B","B_1PatExt_2AlexInt","response-3","Alex is great too, but feels less warm .","Introvert first"
12219557,"complete","B","B_2AlexInt_1PatExt","response-1-1","Pat","Extrovert first"
12219557,"complete","B","B_2AlexInt_1PatExt","response-1-2","Alex","Extrovert first"
12219557,"complete","B","B_2AlexInt_1PatExt","response-2","I felt that Pat was more outgoing as well as forthcoming with information which allowed the conversation to flow more easily.  Also this Individual seemed to share more interests with me and could even teach me things if I spent more time with them.","Extrovert first"
12219557,"complete","B","B_2AlexInt_1PatExt","response-3","Alex was more introverted and needed to be specifically prompted to answer questions and I do not like to feel as though I am interviewing someone during a conversation.  Also their interests were somewhat bland so I feel that they may not be open to lively suggestions about new topics.  Lastly I enjoy learning from People I meet and Alex did not feel like I could learn a lot from them.","Extrovert first"
12219667,"complete","B","B_1PatExt_2AlexInt","response-1-1","Alex","Introvert first"
12219667,"complete","B","B_1PatExt_2AlexInt","response-1-2","Pat","Introvert first"
12219667,"complete","B","B_1PatExt_2AlexInt","response-2","I liked Alex because our conversation was about a tpic that im interested in. ","Introvert first"
12219667,"complete","B","B_1PatExt_2AlexInt","response-3","I found Pat's conversation to be too forced and boring. ","Introvert first"
12220463,"complete","B","B_2AlexInt_1PatExt","response-1-1","Pat","Extrovert first"
12220463,"complete","B","B_2AlexInt_1PatExt","response-1-2","Alex","Extrovert first"
12220463,"complete","B","B_2AlexInt_1PatExt","response-2","Pat had similar interests and seemed to really want my opinion for learning new things.","Extrovert first"
12220463,"complete","B","B_2AlexInt_1PatExt","response-3","Alex was very secretive and didn't want to tell me personal things.  He didn't really make me feel welcome.","Extrovert first"
