Participant.Private.ID,Participant.Status,arm,chat,chatType,counterbalance,chat1_first,gorillaExp,chatCondition,good_ids,chatId,botpersonality,bots_Mixed,bots_Negative,bots_Neutral,bots_Positive,bots_mean_words,user_Mixed,user_Negative,user_Neutral,user_Positive,user_mean_words,user_mean_rt,num_interactions,gpt_user_mirror,user_gpt_mirror,chatCode,chat-again,different,similar,enjoy,distant,understood
10117478,complete,2,2,Normal,B,no,B,pat_non,10117478Normal,8178,Normal,0,2,9,10,22.47619048,1,6,12,2,12.66666667,397989.8095,21,0.285714286,0.35,10117478Normal,1,5,1,2,5,1
10117696,complete,1,2,Normal,B,yes,B,pat_non,10117696Normal,8284,Normal,1,0,3,31,21.28571429,4,4,13,14,11.71428571,378286.2,35,0.371428571,0.382352941,10117696Normal,4,3,4,4,2,4
10117760,complete,2,2,Normal,B,no,B,pat_non,10117760Normal,6045,Normal,0,0,2,18,22.5,1,0,12,7,9.6,418474.95,20,0.35,0.368421053,10117760Normal,4,2,4,4,2,4
10117874,complete,1,2,Normal,B,yes,B,pat_non,10117874Normal,8885,Normal,0,0,2,16,15.5,1,1,7,9,9.222222222,284987.0556,18,0.555555556,0.411764706,10117874Normal,5,3,4,5,2,5
10117912,complete,2,2,Normal,B,no,B,pat_non,10117912Normal,3389,Normal,0,0,3,8,19.27272727,2,1,2,6,14.36363636,399325.3636,11,0.454545455,0.6,10117912Normal,5,2,5,5,2,5
10117950,complete,1,2,Normal,B,yes,B,pat_non,10117950Normal,5426,Normal,0,0,3,10,23.76923077,0,0,10,3,16.76923077,358161.9231,13,0.307692308,0.416666667,10117950Normal,4,4,2,4,1,3
10118016,complete,2,2,Normal,B,no,B,pat_non,10118016Normal,5877,Normal,3,0,3,12,22.88888889,2,0,12,4,13.72222222,429096,18,0.388888889,0.411764706,10118016Normal,2,4,2,2,3,1
10118261,complete,1,2,Normal,B,yes,B,pat_non,10118261Normal,7957,Normal,0,0,2,29,22.09677419,3,1,10,17,12.12903226,343145.5161,31,0.483870968,0.5,10118261Normal,4,3,4,4,3,4
10118268,complete,1,2,Normal,B,yes,B,pat_non,10118268Normal,1038,Normal,0,0,2,10,22.33333333,0,4,7,1,8.833333333,458554.25,12,0.083333333,0.090909091,10118268Normal,4,3,3,4,3,3
10118299,complete,2,2,Normal,B,no,B,pat_non,10118299Normal,8749,Normal,0,0,7,10,16.47058824,0,2,9,6,9,407922.3529,17,0.294117647,0.5625,10118299Normal,4,4,3,4,5,4
10269258,complete,A_1PatAnx_2AlexNorm,2,Normal,A,yes,AB,alex_non,10269258Normal,4337,Normal,0,0,2,12,23.42857143,0,1,9,4,6.571428571,266772.9286,14,0.285714286,0.153846154,10269258Normal,5,5,1,5,5,1
10269277,complete,A_2AlexNorm_1PatAnx,2,Normal,A,no,AB,alex_non,10269277Normal,7503,Normal,0,0,3,28,18.87096774,2,2,17,10,8.612903226,352535.8065,31,0.225806452,0.366666667,10269277Normal,5,2,4,5,2,4
10269286,complete,B_1AlexAnx_2PatNorm,2,Normal,B,yes,AB,pat_non,10269286Normal,6385,Normal,1,0,1,29,16.4516129,1,0,25,5,4.935483871,379884.6774,31,0.129032258,0.2,10269286Normal,5,2,5,5,2,5
10269296,complete,B_2PatNorm_1AlexAnx,2,Normal,B,no,AB,pat_non,10269296Normal,5825,Normal,0,0,2,14,21.625,3,2,6,5,12.9375,400332.5,16,0.3125,0.333333333,10269296Normal,4,2,4,4,1,5
10269305,complete,A_1PatAnx_2AlexNorm,2,Normal,A,yes,AB,alex_non,10269305Normal,2790,Normal,0,0,5,22,13.66666667,0,1,15,11,8.555555556,380651.6667,27,0.555555556,0.576923077,10269305Normal,4,4,2,4,4,4
10269314,complete,A_1PatAnx_2AlexNorm,2,Normal,A,yes,AB,alex_non,10269314Normal,8014,Normal,0,0,2,16,23.05555556,2,0,7,9,19.72222222,387124.5,18,0.5,0.529411765,10269314Normal,5,3,1,5,2,4
10269319,complete,A_2AlexNorm_1PatAnx,2,Normal,A,no,AB,alex_non,10269319Normal,2752,Normal,0,0,3,18,23.33333333,0,0,4,17,21.04761905,346504.8095,21,0.761904762,0.75,10269319Normal,4,2,4,4,2,4
10269353,complete,B_1AlexAnx_2PatNorm,2,Normal,B,yes,AB,pat_non,10269353Normal,2586,Normal,2,0,3,16,16.38095238,2,0,3,16,12.76190476,396726.2857,21,0.619047619,0.7,10269353Normal,4,2,4,4,2,4
10269413,complete,B_2PatNorm_1AlexAnx,2,Normal,B,no,AB,pat_non,10269413Normal,4439,Normal,0,0,3,11,23.64285714,0,1,8,5,14.28571429,400322.5714,14,0.571428571,0.461538462,10269413Normal,1,5,1,2,5,2
10269434,complete,A_1PatAnx_2AlexNorm,2,Normal,A,yes,AB,alex_non,10269434Normal,6625,Normal,1,0,1,10,23.16666667,1,0,6,5,11.5,482940.75,12,0.416666667,0.454545455,10269434Normal,4,2,4,4,2,4
10269440,complete,A_2AlexNorm_1PatAnx,2,Normal,A,no,AB,alex_non,10269440Normal,2977,Normal,0,0,1,13,25.14285714,1,1,9,3,23.78571429,357562.4286,14,0.285714286,0.230769231,10269440Normal,5,1,5,4,1,5
10269445,complete,A_2AlexNorm_1PatAnx,2,Normal,A,no,AB,alex_non,10269445Normal,6331,Normal,0,0,3,21,16.20833333,0,3,13,8,6.625,406385.5833,24,0.375,0.347826087,10269445Normal,5,5,2,5,5,4
10269450,complete,B_1AlexAnx_2PatNorm,2,Normal,B,yes,AB,pat_non,10269450Normal,2957,Normal,0,0,3,15,18.72222222,0,0,9,9,7.555555556,363327.8889,18,0.555555556,0.588235294,10269450Normal,5,1,1,2,1,5
10269475,complete,A_1PatAnx_2AlexNorm,2,Normal,A,yes,AB,alex_non,10269475Normal,3453,Normal,0,0,2,20,23.27272727,2,0,10,10,17.36363636,365203.7727,22,0.454545455,0.476190476,10269475Normal,4,3,4,4,2,2
10269476,complete,B_2PatNorm_1AlexAnx,2,Normal,B,no,AB,pat_non,10269476Normal,2195,Normal,0,0,3,21,22.95833333,0,4,10,10,10.75,344347.5,24,0.333333333,0.434782609,10269476Normal,5,1,5,5,1,5
10269598,complete,A_2AlexNorm_1PatAnx,2,Normal,A,no,AB,alex_non,10269598Normal,7197,Normal,0,0,4,22,20.15384615,0,3,15,8,7.923076923,375768.1923,26,0.269230769,0.36,10269598Normal,3,3,4,3,5,4
10269734,complete,A_2AlexNorm_1PatAnx,2,Normal,A,no,AB,alex_non,10269734Normal,7694,Normal,0,0,1,22,18.60869565,2,0,7,14,9.130434783,384866.2174,23,0.652173913,0.590909091,10269734Normal,5,5,5,5,1,5
10269900,complete,B_2PatNorm_1AlexAnx,2,Normal,B,no,AB,pat_non,10269900Normal,5393,Normal,3,2,6,16,17.85185185,1,17,9,0,7.740740741,372348.2963,27,0.148148148,0.153846154,10269900Normal,2,4,2,2,4,2
10269912,complete,B_1AlexAnx_2PatNorm,2,Normal,B,yes,AB,pat_non,10269912Normal,1748,Normal,0,0,6,23,13.10344828,1,1,19,8,4.206896552,506140.931,29,0.344827586,0.392857143,10269912Normal,4,3,4,4,2,4
10269942,complete,B_2PatNorm_1AlexAnx,2,Normal,B,no,AB,pat_non,10269942Normal,1760,Normal,1,0,3,20,20.70833333,1,2,8,13,9.958333333,453622.6667,24,0.5,0.608695652,10269942Normal,4,2,4,4,2,5
10270008,complete,B_1AlexAnx_2PatNorm,2,Normal,B,yes,AB,pat_non,10270008Normal,1436,Normal,0,0,4,27,14.48387097,0,1,11,19,7.129032258,426852.0968,31,0.677419355,0.666666667,10270008Normal,4,2,4,4,4,4
10270100,complete,A_1PatAnx_2AlexNorm,2,Normal,A,yes,AB,alex_non,10270100Normal,7740,Normal,0,0,3,28,17.90322581,1,3,19,8,4.774193548,347569.8387,31,0.322580645,0.3,10270100Normal,4,3,4,4,2,4
10270275,complete,A_1PatAnx_2AlexNorm,2,Normal,A,yes,AB,alex_non,10270275Normal,9401,Normal,1,0,1,11,18.76923077,1,0,7,5,9.307692308,262709.6923,13,0.384615385,0.333333333,10270275Normal,3,3,3,3,4,3
10270371,complete,A_1PatAnx_2AlexNorm,2,Normal,A,yes,AB,alex_non,10270371Normal,8541,Normal,0,0,1,28,15.31034483,0,1,15,13,4.931034483,369670.8966,29,0.482758621,0.464285714,10270371Normal,3,2,4,4,3,3
10270474,complete,B_1AlexAnx_2PatNorm,2,Normal,B,yes,AB,pat_non,10270474Normal,3411,Normal,1,0,7,18,18.03846154,1,0,15,10,7.884615385,391562.7692,26,0.461538462,0.6,10270474Normal,2,3,4,2,2,2
10270540,complete,B_2PatNorm_1AlexAnx,2,Normal,B,no,AB,pat_non,10270540Normal,1531,Normal,0,0,4,27,17.09677419,2,0,22,7,5.387096774,347060.2581,31,0.258064516,0.333333333,10270540Normal,4,4,2,2,4,4
10270624,complete,A_2AlexNorm_1PatAnx,2,Normal,A,no,AB,alex_non,10270624Normal,4739,Normal,0,0,1,19,24.05,3,0,7,10,13.1,356194.8,20,0.55,0.526315789,10270624Normal,4,2,4,4,2,5
10270847,complete,A_2AlexNorm_1PatAnx,2,Normal,A,no,AB,alex_non,10270847Normal,3483,Normal,0,0,9,18,16.03703704,0,0,15,12,8.777777778,356060,27,0.703703704,0.653846154,10270847Normal,3,4,4,4,2,4
10288304,complete,B_1AlexAnx_2PatNorm,2,Normal,B,yes,AB,pat_non,10288304Normal,2368,Normal,1,0,8,18,21.40740741,2,0,17,8,14.62962963,385660.4815,27,0.37037037,0.538461538,10288304Normal,4,2,4,4,2,4
10288907,complete,A_1PatAnx_2AlexNorm,2,Normal,A,yes,AB,alex_non,10288907Normal,3929,Normal,0,0,2,24,31.03846154,2,0,18,6,14.73076923,369783.0769,26,0.230769231,0.24,10288907Normal,5,1,5,5,1,5
10290591,complete,A_1PatAnx_2AlexNorm,2,Normal,A,yes,AB,alex_non,10290591Normal,1071,Normal,0,0,3,28,11.80645161,0,1,24,6,3.838709677,240258.2581,31,0.290322581,0.266666667,10290591Normal,4,2,4,4,2,4
10291341,complete,A_2AlexNorm_1PatAnx,2,Normal,A,no,AB,alex_non,10291341Normal,6628,Normal,0,0,2,24,27.76923077,5,1,12,8,17.23076923,380764.7692,26,0.384615385,0.32,10291341Normal,5,2,4,5,2,4
10295692,complete,A_1PatAnx_2AlexNorm,2,Normal,A,yes,AB,alex_non,10295692Normal,5619,Normal,1,0,2,18,26.23809524,2,6,11,2,13.61904762,397199.7619,21,0.19047619,0.15,10295692Normal,4,4,3,4,3,3
10310934,complete,B_1AlexAnx_2PatNorm,2,Normal,B,yes,AB,pat_non,10310934Normal,1143,Normal,0,0,5,11,14.9375,0,0,7,9,9.6875,435485.0625,16,0.375,0.866666667,10310934Normal,3,1,4,3,4,4
10314870,complete,A_1PatAnx_2AlexNorm,2,Normal,A,yes,AB,alex_non,10314870Normal,4247,Normal,1,0,1,16,21.22222222,2,2,5,9,20.38888889,404628.6111,18,0.388888889,0.529411765,10314870Normal,5,1,5,5,1,5
10317326,complete,A_1PatAnx_2AlexNorm,2,Normal,A,yes,AB,alex_non,10317326Normal,4219,Normal,0,0,2,6,19.875,1,0,6,1,12.5,192718.75,8,0.125,0.285714286,10317326Normal,3,2,4,5,2,4
10318720,complete,B_1AlexAnx_2PatNorm,2,Normal,B,yes,AB,pat_non,10318720Normal,8331,Normal,1,0,2,12,23.2,2,2,6,5,11.66666667,349508.1333,15,0.4,0.285714286,10318720Normal,4,3,3,4,2,4
10319013,complete,A_2AlexNorm_1PatAnx,2,Normal,A,no,AB,alex_non,10319013Normal,2327,Normal,0,0,3,16,18,0,0,9,10,12.94736842,362230.3684,19,0.473684211,0.666666667,10319013Normal,3,5,3,4,2,4
10320108,complete,B_2PatNorm_1AlexAnx,2,Normal,B,no,AB,pat_non,10320108Normal,2946,Normal,1,0,2,9,25.66666667,2,0,7,3,16.41666667,564251.6667,12,0.416666667,0.454545455,10320108Normal,3,5,1,2,4,3
10331151,complete,A_2AlexNorm_1PatAnx,2,Normal,A,no,AB,alex_non,10331151Normal,7077,Normal,0,0,5,11,19.375,1,0,9,6,14.8125,511945.5625,16,0.3125,0.666666667,10331151Normal,4,2,5,4,4,4
10332599,complete,B_2PatNorm_1AlexAnx,2,Normal,B,no,AB,pat_non,10332599Normal,4426,Normal,0,0,3,11,17.35714286,0,2,6,6,14,421211.8571,14,0.428571429,0.615384615,10332599Normal,3,4,4,4,3,3
10332661,complete,A_2AlexNorm_1PatAnx,2,Normal,A,no,AB,alex_non,10332661Normal,3825,Normal,1,0,1,25,18.59259259,2,1,6,18,11.14814815,341681.6296,27,0.62962963,0.730769231,10332661Normal,4,2,5,5,1,4
10333863,complete,A_1PatAnx_2AlexNorm,2,Normal,A,yes,AB,alex_non,10333863Normal,5445,Normal,1,0,4,26,18.09677419,1,0,15,15,5,194692.2903,31,0.419354839,0.566666667,10333863Normal,4,3,5,4,4,4
10333977,complete,B_2PatNorm_1AlexAnx,2,Normal,B,no,AB,pat_non,10333977Normal,7439,Normal,1,0,1,7,28.11111111,4,1,3,1,17.77777778,457311.4444,9,0.111111111,0.25,10333977Normal,5,5,2,5,5,2
10334514,complete,B_1AlexAnx_2PatNorm,2,Normal,B,yes,AB,pat_non,10334514Normal,3584,Normal,0,0,4,24,10.39285714,2,3,21,2,4.678571429,421026.3214,28,0.107142857,0.185185185,10334514Normal,2,4,2,3,4,3
10346871,complete,B_2PatNorm_1AlexAnx,2,Normal,B,no,AB,pat_non,10346871Normal,6908,Normal,0,1,6,14,23.0952381,3,4,8,6,13.0952381,368804.9524,21,0.333333333,0.45,10346871Normal,1,5,2,3,2,2
10347192,complete,A_2AlexNorm_1PatAnx,2,Normal,A,no,AB,alex_non,10347192Normal,5292,Normal,0,0,5,23,21.57142857,1,3,17,7,7.464285714,408516.2857,28,0.357142857,0.222222222,10347192Normal,1,4,1,2,3,1
10348325,complete,A_2AlexNorm_1PatAnx,2,Normal,A,no,AB,alex_non,10348325Normal,9701,Normal,0,0,7,18,17.44,0,2,15,8,8.72,355252.84,25,0.28,0.541666667,10348325Normal,5,3,4,5,2,5
10351970,complete,A_1PatAnx_2AlexNorm,2,Normal,A,yes,AB,alex_non,10351970Normal,7222,Normal,0,0,2,29,9.612903226,0,0,16,15,3.967741935,318471.3871,31,0.548387097,0.466666667,10351970Normal,1,5,1,3,3,1
10358415,complete,B_2PatNorm_1AlexAnx,2,Normal,B,no,AB,pat_non,10358415Normal,9956,Normal,0,0,7,24,21.5483871,4,0,18,9,10.12903226,329662.7742,31,0.35483871,0.466666667,10358415Normal,4,2,4,4,2,4
10367266,complete,B_1AlexAnx_2PatNorm,2,Normal,B,yes,AB,pat_non,10367266Normal,7362,Normal,0,0,2,29,19.38709677,1,3,13,14,8.258064516,490695.1613,31,0.516129032,0.5,10367266Normal,3,2,3,4,2,4
